Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
1033,Exit Short,Exit Short | 1.12266,2023-07-14 8:05,1.1224,10000,-1.4,-0.01,352.7,0,12.7,0.11,4.9,0.04
1033,Entry Short,Short | 1.1228,2023-07-14 7:13,1.12226,10000,-1.4,-0.01,352.7,0,12.7,0.11,4.9,0.04
1032,Exit Short,Exit Short | 1.12309,2023-07-14 7:05,1.1228,10000,2.9,0.03,354.1,0,2.9,0.03,0,0
1032,Entry Short,Short | 1.12275,2023-07-14 7:03,1.12309,10000,2.9,0.03,354.1,0,2.9,0.03,0,0
1031,Exit Short,Exit Short | 1.12314,2023-07-14 6:59,1.123,10000,1.4,0.01,351.2,0,1.4,0.01,0,0
1031,Entry Short,Short | 1.12265,2023-07-14 6:59,1.12314,10000,1.4,0.01,351.2,0,1.4,0.01,0,0
1030,Exit Short,Exit Short | 1.12287,2023-07-14 6:10,1.1226,10000,2.7,0.02,349.8,0,2.7,0.02,0,0
1030,Entry Short,Short | 1.12232,2023-07-14 6:10,1.12287,10000,2.7,0.02,349.8,0,2.7,0.02,0,0
1029,Exit Short,Exit Short | 1.12261,2023-07-14 6:07,1.12232,10000,2.9,0.03,347.1,0,2.9,0.03,0,0
1029,Entry Short,Short | 1.12217,2023-07-14 6:06,1.12261,10000,2.9,0.03,347.1,0,2.9,0.03,0,0
1028,Exit Short,Exit Short | 1.12287,2023-07-14 6:05,1.12217,10000,7,0.06,344.2,0,7,0.06,0,0
1028,Entry Short,Short | 1.12198,2023-07-14 6:03,1.12287,10000,7,0.06,344.2,0,7,0.06,0,0
1027,Exit Short,Exit Short | 1.12251,2023-07-14 5:31,1.12248,10000,0.3,0,337.2,0,0.3,0,0,0
1027,Entry Short,Short | 1.12165,2023-07-14 5:31,1.12251,10000,0.3,0,337.2,0,0.3,0,0,0
1026,Exit Long,Exit Long | 1.12379,2023-07-14 5:12,1.12284,10000,-9.5,-0.08,336.9,0,0,0,9.5,0.08
1026,Entry Long,Long | 1.12433,2023-07-14 5:12,1.12379,10000,-9.5,-0.08,336.9,0,0,0,9.5,0.08
1025,Exit Long,Exit Long | 1.12467,2023-07-14 5:08,1.12399,10000,-6.8,-0.06,346.4,0,0,0,6.8,0.06
1025,Entry Long,Long | 1.1244,2023-07-14 5:07,1.12467,10000,-6.8,-0.06,346.4,0,0,0,6.8,0.06
1024,Exit Long,Exit Long | 1.12419,2023-07-14 4:23,1.12488,10000,-0.4,0,353.2,0,8,0.07,7.3,0.06
1024,Entry Long,Long | 1.12493,2023-07-14 4:11,1.12492,10000,-0.4,0,353.2,0,8,0.07,7.3,0.06
1023,Exit Long,Exit Long | 1.12424,2023-07-14 4:06,1.12464,10000,-4.3,-0.04,353.6,0,0,0,8.3,0.07
1023,Entry Long,Long | 1.12507,2023-07-14 4:03,1.12507,10000,-4.3,-0.04,353.6,0,0,0,8.3,0.07
1022,Exit Long,Exit Long | 1.12451,2023-07-14 3:45,1.1245,10000,-13.5,-0.12,357.9,0,0,0,13.5,0.12
1022,Entry Long,Long | 1.12585,2023-07-14 3:45,1.12585,10000,-13.5,-0.12,357.9,0,0,0,13.5,0.12
1021,Exit Long,Exit Long | 1.12233,2023-07-13 16:15,1.12243,10000,38.2,0.34,371.4,0,47.9,0.43,4,0.04
1021,Entry Long,Long | 1.11813,2023-07-13 10:15,1.11861,10000,38.2,0.34,371.4,0,47.9,0.43,4,0.04
1020,Exit Long,Exit Long | 1.11779,2023-07-13 9:30,1.11802,10000,1.7,0.02,333.2,0,12.3,0.11,1.4,0.01
1020,Entry Long,Long | 1.11764,2023-07-13 8:00,1.11785,10000,1.7,0.02,333.2,0,12.3,0.11,1.4,0.01
1019,Exit Long,Exit Long | 1.11738,2023-07-13 7:30,1.1175,10000,-3.2,-0.03,331.5,0,0,0,6.5,0.06
1019,Entry Long,Long | 1.11773,2023-07-13 7:15,1.11782,10000,-3.2,-0.03,331.5,0,0,0,6.5,0.06
1018,Exit Long,Exit Long | 1.1122,2023-07-12 12:30,1.11232,10000,65.6,0.59,334.7,0.01,69.6,0.63,11.2,0.1
1018,Entry Long,Long | 1.10622,2023-07-12 7:45,1.10576,10000,65.6,0.59,334.7,0.01,69.6,0.63,11.2,0.1
1017,Exit Long,Exit Long | 1.10259,2023-07-12 1:00,1.10289,10000,1.5,0.01,269.1,0,3.3,0.03,4,0.04
1017,Entry Long,Long | 1.1015,2023-07-11 21:30,1.10274,10000,1.5,0.01,269.1,0,3.3,0.03,4,0.04
1016,Exit Short,Exit Short | 1.09874,2023-07-11 9:30,1.09859,10000,6.4,0.06,267.6,0,14.3,0.13,2.2,0.02
1016,Entry Short,Short | 1.09927,2023-07-11 6:45,1.09923,10000,6.4,0.06,267.6,0,14.3,0.13,2.2,0.02
1015,Exit Long,Exit Long | 1.09992,2023-07-10 16:45,1.10006,10000,29.1,0.27,261.2,0,29.8,0.27,0,0
1015,Entry Long,Long | 1.09719,2023-07-10 10:00,1.09715,10000,29.1,0.27,261.2,0,29.8,0.27,0,0
1014,Exit Long,Exit Long | 1.09693,2023-07-10 9:45,1.097,10000,-4.8,-0.04,232.1,0,0,0,5.5,0.05
1014,Entry Long,Long | 1.0975,2023-07-10 9:15,1.09748,10000,-4.8,-0.04,232.1,0,0,0,5.5,0.05
1013,Exit Long,Exit Long | 1.09608,2023-07-10 5:30,1.09554,10000,-9.9,-0.09,236.9,0,4.2,0.04,9.9,0.09
1013,Entry Long,Long | 1.09651,2023-07-10 4:15,1.09653,10000,-9.9,-0.09,236.9,0,4.2,0.04,9.9,0.09
1012,Exit Long,Exit Long | 1.0956,2023-07-10 2:15,1.09571,10000,-1.9,-0.02,246.8,0,2.1,0.02,3,0.03
1012,Entry Long,Long | 1.09628,2023-07-10 2:00,1.0959,10000,-1.9,-0.02,246.8,0,2.1,0.02,3,0.03
1011,Exit Short,Exit Short | 1.09499,2023-07-10 1:45,1.09481,10000,2.8,0.03,248.7,0,6.4,0.06,2.9,0.03
1011,Entry Short,Short | 1.09562,2023-07-09 22:30,1.09509,10000,2.8,0.03,248.7,0,6.4,0.06,2.9,0.03
1010,Exit Long,Exit Long | 1.0958,2023-07-09 19:15,1.09571,10000,-3.8,-0.03,245.9,0,4.6,0.04,3.8,0.03
1010,Entry Long,Long | 1.0962,2023-07-09 16:00,1.09609,10000,-3.8,-0.03,245.9,0,4.6,0.04,3.8,0.03
1009,Exit Long,Exit Long | 1.096,2023-07-07 14:15,1.09597,10000,54.3,0.5,249.7,0.01,59,0.54,5.4,0.05
1009,Entry Long,Long | 1.09055,2023-07-07 7:45,1.09054,10000,54.3,0.5,249.7,0.01,59,0.54,5.4,0.05
1008,Exit Short,Exit Short | 1.08668,2023-07-06 10:30,1.0858,10000,6.2,0.06,195.4,0,6.2,0.06,2.6,0.02
1008,Entry Short,Short | 1.08663,2023-07-06 10:15,1.08642,10000,6.2,0.06,195.4,0,6.2,0.06,2.6,0.02
1007,Exit Short,Exit Short | 1.08679,2023-07-06 10:00,1.08663,10000,-7.7,-0.07,189.2,0,22,0.2,12.9,0.12
1007,Entry Short,Short | 1.08492,2023-07-06 9:15,1.08586,10000,-7.7,-0.07,189.2,0,22,0.2,12.9,0.12
1006,Exit Long,Exit Long | 1.08821,2023-07-06 7:30,1.08812,10000,12.8,0.12,196.9,0,33.3,0.31,1.5,0.01
1006,Entry Long,Long | 1.08703,2023-07-06 4:00,1.08684,10000,12.8,0.12,196.9,0,33.3,0.31,1.5,0.01
1005,Exit Long,Exit Long | 1.08583,2023-07-06 3:00,1.08605,10000,-7.6,-0.07,184.1,0,1.6,0.01,9.8,0.09
1005,Entry Long,Long | 1.08759,2023-07-06 2:30,1.08681,10000,-7.6,-0.07,184.1,0,1.6,0.01,9.8,0.09
1004,Exit Short,Exit Short | 1.08614,2023-07-05 13:15,1.08567,10000,13.1,0.12,191.7,0,13.1,0.12,3,0.03
1004,Entry Short,Short | 1.087,2023-07-05 9:45,1.08698,10000,13.1,0.12,191.7,0,13.1,0.12,3,0.03
1003,Exit Long,Exit Long | 1.08859,2023-07-05 5:15,1.08884,10000,-4.1,-0.04,178.6,0,3.5,0.03,6.6,0.06
1003,Entry Long,Long | 1.08941,2023-07-05 4:45,1.08925,10000,-4.1,-0.04,178.6,0,3.5,0.03,6.6,0.06
1002,Exit Long,Exit Long | 1.08875,2023-07-05 3:00,1.08851,10000,-13.9,-0.13,182.7,0,2.2,0.02,13.9,0.13
1002,Entry Long,Long | 1.08998,2023-07-05 2:30,1.0899,10000,-13.9,-0.13,182.7,0,2.2,0.02,13.9,0.13
1001,Exit Short,Exit Short | 1.08729,2023-07-05 1:45,1.08846,10000,-10.1,-0.09,196.6,0,1.6,0.01,10.1,0.09
1001,Entry Short,Short | 1.08728,2023-07-05 1:30,1.08745,10000,-10.1,-0.09,196.6,0,1.6,0.01,10.1,0.09
1000,Exit Short,Exit Short | 1.08807,2023-07-05 1:15,1.08797,10000,-10.8,-0.1,206.7,0,0.4,0,11.8,0.11
1000,Entry Short,Short | 1.08694,2023-07-05 0:15,1.08689,10000,-10.8,-0.1,206.7,0,0.4,0,11.8,0.11
999,Exit Short,Exit Short | 1.08756,2023-07-04 22:00,1.08758,10000,-0.2,0,217.5,0,0,0,0.2,0
999,Entry Short,Short | 1.08751,2023-07-04 21:45,1.08756,10000,-0.2,0,217.5,0,0,0,0.2,0
998,Exit Short,Exit Short | 1.08834,2023-07-04 19:15,1.08817,10000,11.6,0.11,217.7,0,15.7,0.14,2.1,0.02
998,Entry Short,Short | 1.08933,2023-07-04 12:45,1.08933,10000,11.6,0.11,217.7,0,15.7,0.14,2.1,0.02
997,Exit Short,Exit Short | 1.09063,2023-07-04 4:15,1.09066,10000,-7.2,-0.07,206.1,0,0,0,7.2,0.07
997,Entry Short,Short | 1.08968,2023-07-04 4:00,1.08994,10000,-7.2,-0.07,206.1,0,0,0,7.2,0.07
996,Exit Short,Exit Short | 1.09071,2023-07-04 1:15,1.09069,10000,-4.1,-0.04,213.3,0,3.7,0.03,4.3,0.04
996,Entry Short,Short | 1.09075,2023-07-04 0:00,1.09028,10000,-4.1,-0.04,213.3,0,3.7,0.03,4.3,0.04
995,Exit Long,Exit Long | 1.09227,2023-07-03 12:45,1.09191,10000,-5,-0.05,217.4,0,4.4,0.04,5,0.05
995,Entry Long,Long | 1.09172,2023-07-03 10:45,1.09241,10000,-5,-0.05,217.4,0,4.4,0.04,5,0.05
994,Exit Short,Exit Short | 1.08982,2023-07-03 4:00,1.08991,10000,-0.7,-0.01,222.4,0,13.4,0.12,4.3,0.04
994,Entry Short,Short | 1.08984,2023-07-03 2:15,1.08984,10000,-0.7,-0.01,222.4,0,13.4,0.12,4.3,0.04
993,Exit Short,Exit Short | 1.09128,2023-07-03 2:00,1.09061,10000,4.5,0.04,223.1,0,4.5,0.04,2.2,0.02
993,Entry Short,Short | 1.09084,2023-07-03 1:45,1.09106,10000,4.5,0.04,223.1,0,4.5,0.04,2.2,0.02
992,Exit Long,Exit Long | 1.09261,2023-07-03 1:00,1.09262,10000,3,0.03,218.6,0,14.1,0.13,0,0
992,Entry Long,Long | 1.09232,2023-07-02 22:30,1.09232,10000,3,0.03,218.6,0,14.1,0.13,0,0
991,Exit Long,Exit Long | 1.09186,2023-07-02 17:00,1.092,10000,1.3,0.01,215.6,0,1.3,0.01,0.4,0
991,Entry Long,Long | 1.0918,2023-07-02 13:00,1.09187,10000,1.3,0.01,215.6,0,1.3,0.01,0.4,0
990,Exit Long,Exit Long | 1.0917,2023-07-02 12:45,1.0918,10000,0.9,0.01,214.3,0,0.9,0.01,0.1,0
990,Entry Long,Long | 1.09177,2023-07-02 11:15,1.09171,10000,0.9,0.01,214.3,0,0.9,0.01,0.1,0
989,Exit Long,Exit Long | 1.09158,2023-07-02 6:30,1.09158,10000,-2.2,-0.02,213.4,0,0.4,0,2.2,0.02
989,Entry Long,Long | 1.09173,2023-07-02 6:15,1.0918,10000,-2.2,-0.02,213.4,0,0.4,0,2.2,0.02
988,Exit Long,Exit Long | 1.09152,2023-07-02 5:15,1.09152,10000,0,0,215.6,0,0,0,0,0
988,Entry Long,Long | 1.09159,2023-07-02 5:00,1.09152,10000,0,0,215.6,0,0,0,0,0
987,Exit Long,Exit Long | 1.09152,2023-07-02 4:45,1.09162,10000,0.4,0,215.6,0,1,0.01,0.6,0.01
987,Entry Long,Long | 1.09158,2023-07-02 3:15,1.09158,10000,0.4,0,215.6,0,1,0.01,0.6,0.01
986,Exit Long,Exit Long | 1.0909,2023-06-30 10:00,1.09052,10000,23.7,0.22,215.2,0,44.8,0.41,0,0
986,Entry Long,Long | 1.08815,2023-06-30 7:30,1.08815,10000,23.7,0.22,215.2,0,44.8,0.41,0,0
985,Exit Short,Exit Short | 1.08584,2023-06-30 4:45,1.08587,10000,-8.3,-0.08,191.5,0,0.2,0,8.3,0.08
985,Entry Short,Short | 1.08525,2023-06-30 3:45,1.08504,10000,-8.3,-0.08,191.5,0,0.2,0,8.3,0.08
984,Exit Short,Exit Short | 1.09016,2023-06-29 9:30,1.08967,10000,-14.4,-0.13,199.8,0,10.5,0.1,19.3,0.18
984,Entry Short,Short | 1.08796,2023-06-29 8:15,1.08823,10000,-14.4,-0.13,199.8,0,10.5,0.1,19.3,0.18
983,Exit Long,Exit Long | 1.09136,2023-06-29 4:00,1.09161,10000,-4.4,-0.04,214.2,0,0.3,0,6.9,0.06
983,Entry Long,Long | 1.09195,2023-06-29 3:45,1.09205,10000,-4.4,-0.04,214.2,0,0.3,0,6.9,0.06
982,Exit Long,Exit Long | 1.09139,2023-06-29 3:30,1.09195,10000,1,0.01,218.6,0,1,0.01,4.6,0.04
982,Entry Long,Long | 1.09238,2023-06-29 3:15,1.09185,10000,1,0.01,218.6,0,1,0.01,4.6,0.04
981,Exit Short,Exit Short | 1.08971,2023-06-29 1:15,1.0895,10000,-4.9,-0.04,217.6,0,9.1,0.08,7,0.06
981,Entry Short,Short | 1.08897,2023-06-28 22:45,1.08901,10000,-4.9,-0.04,217.6,0,9.1,0.08,7,0.06
980,Exit Short,Exit Short | 1.08947,2023-06-28 21:45,1.08944,10000,0.3,0,222.5,0,0.3,0,0,0
980,Entry Short,Short | 1.08925,2023-06-28 21:30,1.08947,10000,0.3,0,222.5,0,0.3,0,0,0
979,Exit Short,Exit Short | 1.09394,2023-06-28 9:00,1.09352,10000,4.5,0.04,222.2,0,12.8,0.12,1.4,0.01
979,Entry Short,Short | 1.09405,2023-06-28 7:00,1.09397,10000,4.5,0.04,222.2,0,12.8,0.12,1.4,0.01
978,Exit Long,Exit Long | 1.09522,2023-06-28 5:45,1.09528,10000,2.9,0.03,217.7,0,9.5,0.09,0,0
978,Entry Long,Long | 1.09565,2023-06-28 5:00,1.09499,10000,2.9,0.03,217.7,0,9.5,0.09,0,0
977,Exit Long,Exit Long | 1.09535,2023-06-28 4:00,1.09504,10000,-2.9,-0.03,214.8,0,1.4,0.01,2.9,0.03
977,Entry Long,Long | 1.09558,2023-06-28 3:45,1.09533,10000,-2.9,-0.03,214.8,0,1.4,0.01,2.9,0.03
976,Exit Short,Exit Short | 1.09516,2023-06-28 2:15,1.09508,10000,-5.7,-0.05,217.7,0,5.8,0.05,6.5,0.06
976,Entry Short,Short | 1.09431,2023-06-28 1:45,1.09451,10000,-5.7,-0.05,217.7,0,5.8,0.05,6.5,0.06
975,Exit Short,Exit Short | 1.09522,2023-06-28 0:45,1.09517,10000,-1.9,-0.02,223.4,0,0,0,2.4,0.02
975,Entry Short,Short | 1.09477,2023-06-28 0:30,1.09498,10000,-1.9,-0.02,223.4,0,0,0,2.4,0.02
974,Exit Short,Exit Short | 1.09506,2023-06-28 0:15,1.09502,10000,-0.5,0,225.3,0,0,0,0.9,0.01
974,Entry Short,Short | 1.09497,2023-06-28 0:00,1.09497,10000,-0.5,0,225.3,0,0,0,0.9,0.01
973,Exit Short,Exit Short | 1.09491,2023-06-27 22:00,1.09491,10000,1.7,0.02,225.8,0,10.4,0.09,0,0
973,Entry Short,Short | 1.09502,2023-06-27 20:30,1.09508,10000,1.7,0.02,225.8,0,10.4,0.09,0,0
972,Exit Long,Exit Long | 1.09545,2023-06-27 6:00,1.09546,10000,0.1,0,224.1,0,0.1,0,2.7,0.02
972,Entry Long,Long | 1.09545,2023-06-27 5:45,1.09545,10000,0.1,0,224.1,0,0.1,0,2.7,0.02
971,Exit Long,Exit Long | 1.09533,2023-06-27 4:15,1.09528,10000,18.3,0.17,224,0,40.3,0.37,0,0
971,Entry Long,Long | 1.09296,2023-06-27 1:30,1.09345,10000,18.3,0.17,224,0,40.3,0.37,0,0
970,Exit Long,Exit Long | 1.09288,2023-06-27 0:00,1.09291,10000,3,0.03,205.7,0,6.5,0.06,3.4,0.03
970,Entry Long,Long | 1.09283,2023-06-26 21:00,1.09261,10000,3,0.03,205.7,0,6.5,0.06,3.4,0.03
969,Exit Short,Exit Short | 1.09085,2023-06-26 16:45,1.09091,10000,-1.9,-0.02,202.7,0,0,0,1.9,0.02
969,Entry Short,Short | 1.09076,2023-06-26 15:30,1.09072,10000,-1.9,-0.02,202.7,0,0,0,1.9,0.02
968,Exit Short,Exit Short | 1.09102,2023-06-26 15:15,1.09081,10000,1.9,0.02,204.6,0,1.9,0.02,0.2,0
968,Entry Short,Short | 1.09061,2023-06-26 14:30,1.091,10000,1.9,0.02,204.6,0,1.9,0.02,0.2,0
967,Exit Short,Exit Short | 1.09161,2023-06-26 12:30,1.09148,10000,-8.6,-0.08,202.7,0,0.6,0.01,10.1,0.09
967,Entry Short,Short | 1.09085,2023-06-26 11:30,1.09062,10000,-8.6,-0.08,202.7,0,0.6,0.01,10.1,0.09
966,Exit Long,Exit Long | 1.09185,2023-06-26 8:45,1.09213,10000,1.7,0.02,211.3,0,9,0.08,1.1,0.01
966,Entry Long,Long | 1.09218,2023-06-26 7:00,1.09196,10000,1.7,0.02,211.3,0,9,0.08,1.1,0.01
965,Exit Long,Exit Long | 1.09174,2023-06-26 6:45,1.09164,10000,-0.8,-0.01,209.6,0,0.8,0.01,0.8,0.01
965,Entry Long,Long | 1.09305,2023-06-26 6:30,1.09172,10000,-0.8,-0.01,209.6,0,0.8,0.01,0.8,0.01
964,Exit Short,Exit Short | 1.09147,2023-06-26 5:30,1.09156,10000,-6.6,-0.06,210.4,0,1.1,0.01,6.6,0.06
964,Entry Short,Short | 1.09094,2023-06-26 5:15,1.0909,10000,-6.6,-0.06,210.4,0,1.1,0.01,6.6,0.06
963,Exit Short,Exit Short | 1.09108,2023-06-26 4:30,1.0913,10000,-11.3,-0.1,217,0,1.7,0.02,26.1,0.24
963,Entry Short,Short | 1.09022,2023-06-26 3:15,1.09017,10000,-11.3,-0.1,217,0,1.7,0.02,26.1,0.24
962,Exit Long,Exit Long | 1.09169,2023-06-26 1:45,1.09228,10000,7,0.06,228.3,0,7,0.06,0,0
962,Entry Long,Long | 1.09154,2023-06-26 0:15,1.09158,10000,7,0.06,228.3,0,7,0.06,0,0
961,Exit Long,Exit Long | 1.09179,2023-06-25 23:30,1.09143,10000,0.6,0.01,221.3,0,11.2,0.1,0.2,0
961,Entry Long,Long | 1.09118,2023-06-25 20:30,1.09137,10000,0.6,0.01,221.3,0,11.2,0.1,0.2,0
960,Exit Long,Exit Long | 1.0909,2023-06-25 20:00,1.09104,10000,-0.7,-0.01,220.7,0,0,0,2.2,0.02
960,Entry Long,Long | 1.09119,2023-06-25 19:45,1.09111,10000,-0.7,-0.01,220.7,0,0,0,2.2,0.02
959,Exit Long,Exit Long | 1.09092,2023-06-25 18:15,1.09087,10000,-3.6,-0.03,221.4,0,0.8,0.01,5,0.05
959,Entry Long,Long | 1.0911,2023-06-25 16:30,1.09123,10000,-3.6,-0.03,221.4,0,0.8,0.01,5,0.05
958,Exit Long,Exit Long | 1.09062,2023-06-25 12:45,1.09063,10000,-2,-0.02,225,0,0.6,0.01,2.1,0.02
958,Entry Long,Long | 1.09082,2023-06-25 12:30,1.09083,10000,-2,-0.02,225,0,0.6,0.01,2.1,0.02
957,Exit Long,Exit Long | 1.09057,2023-06-25 9:45,1.09056,10000,2.9,0.03,227,0,5.1,0.05,0,0
957,Entry Long,Long | 1.09024,2023-06-25 5:30,1.09027,10000,2.9,0.03,227,0,5.1,0.05,0,0
956,Exit Long,Exit Long | 1.09012,2023-06-25 5:15,1.09023,10000,-0.8,-0.01,224.1,0,0.3,0,1.9,0.02
956,Entry Long,Long | 1.09036,2023-06-25 4:15,1.09031,10000,-0.8,-0.01,224.1,0,0.3,0,1.9,0.02
955,Exit Long,Exit Long | 1.09009,2023-06-24 20:30,1.09003,10000,-0.6,-0.01,224.9,0,0,0,0.6,0.01
955,Entry Long,Long | 1.09027,2023-06-24 19:00,1.09009,10000,-0.6,-0.01,224.9,0,0,0,0.6,0.01
954,Exit Long,Exit Long | 1.09004,2023-06-24 18:45,1.09026,10000,1.2,0.01,225.5,0,3.1,0.03,1,0.01
954,Entry Long,Long | 1.09035,2023-06-24 18:00,1.09014,10000,1.2,0.01,225.5,0,3.1,0.03,1,0.01
953,Exit Long,Exit Long | 1.09017,2023-06-24 17:45,1.09025,10000,0.8,0.01,224.3,0,0.8,0.01,0,0
953,Entry Long,Long | 1.0903,2023-06-24 16:30,1.09017,10000,0.8,0.01,224.3,0,0.8,0.01,0,0
952,Exit Long,Exit Long | 1.09022,2023-06-24 11:30,1.09014,10000,-1.6,-0.01,223.5,0,0,0,1.6,0.01
952,Entry Long,Long | 1.09036,2023-06-24 11:15,1.0903,10000,-1.6,-0.01,223.5,0,0,0,1.6,0.01
951,Exit Long,Exit Long | 1.08991,2023-06-24 8:30,1.08991,10000,-1.8,-0.02,225.1,0,1,0.01,1.8,0.02
951,Entry Long,Long | 1.09009,2023-06-24 6:45,1.09009,10000,-1.8,-0.02,225.1,0,1,0.01,1.8,0.02
950,Exit Short,Exit Short | 1.08805,2023-06-23 5:15,1.0884,10000,49.3,0.45,226.9,0,61.1,0.56,2.4,0.02
950,Entry Short,Short | 1.09331,2023-06-23 1:45,1.09333,10000,49.3,0.45,226.9,0,61.1,0.56,2.4,0.02
949,Exit Short,Exit Short | 1.09627,2023-06-22 13:00,1.09646,10000,37.8,0.34,177.6,0,44.9,0.41,9.9,0.09
949,Entry Short,Short | 1.10026,2023-06-22 7:15,1.10024,10000,37.8,0.34,177.6,0,44.9,0.41,9.9,0.09
948,Exit Long,Exit Long | 1.1024,2023-06-22 5:00,1.10226,10000,-37,-0.33,139.8,0,27.3,0.25,37,0.33
948,Entry Long,Long | 1.1058,2023-06-22 4:30,1.10596,10000,-37,-0.33,139.8,0,27.3,0.25,37,0.33
947,Exit Long,Exit Long | 1.1006,2023-06-21 15:45,1.10055,10000,57.3,0.52,176.8,0.01,479.7,4.38,0.2,0
947,Entry Long,Long | 1.09481,2023-06-21 9:30,1.09482,10000,57.3,0.52,176.8,0.01,479.7,4.38,0.2,0
946,Exit Long,Exit Long | 1.09334,2023-06-21 7:00,1.09318,10000,-0.8,-0.01,119.5,0,3.5,0.03,0.8,0.01
946,Entry Long,Long | 1.09352,2023-06-21 6:45,1.09326,10000,-0.8,-0.01,119.5,0,3.5,0.03,0.8,0.01
945,Exit Long,Exit Long | 1.09318,2023-06-21 5:00,1.09283,10000,-4.9,-0.04,120.3,0,9.9,0.09,4.9,0.04
945,Entry Long,Long | 1.09321,2023-06-21 3:15,1.09332,10000,-4.9,-0.04,120.3,0,9.9,0.09,4.9,0.04
944,Exit Long,Exit Long | 1.09282,2023-06-21 3:00,1.09278,10000,-9.8,-0.09,125.2,0,0.1,0,11,0.1
944,Entry Long,Long | 1.09361,2023-06-21 2:45,1.09376,10000,-9.8,-0.09,125.2,0,0.1,0,11,0.1
943,Exit Short,Exit Short | 1.09098,2023-06-20 11:30,1.091,10000,11.2,0.1,135,0,23.6,0.22,4.9,0.04
943,Entry Short,Short | 1.0923,2023-06-20 8:00,1.09212,10000,11.2,0.1,135,0,23.6,0.22,4.9,0.04
942,Exit Long,Exit Long | 1.09273,2023-06-20 1:15,1.0932,10000,3.5,0.03,123.8,0,3.5,0.03,1.2,0.01
942,Entry Long,Long | 1.09285,2023-06-20 0:45,1.09285,10000,3.5,0.03,123.8,0,3.5,0.03,1.2,0.01
941,Exit Short,Exit Short | 1.09307,2023-06-19 8:00,1.09293,10000,1.2,0.01,120.3,0,1.2,0.01,0.2,0
941,Entry Short,Short | 1.09277,2023-06-19 7:45,1.09305,10000,1.2,0.01,120.3,0,1.2,0.01,0.2,0
940,Exit Short,Exit Short | 1.0927,2023-06-19 6:15,1.09279,10000,2.2,0.02,119.1,0,14,0.13,4.2,0.04
940,Entry Short,Short | 1.09302,2023-06-19 4:15,1.09301,10000,2.2,0.02,119.1,0,14,0.13,4.2,0.04
939,Exit Long,Exit Long | 1.09403,2023-06-19 3:45,1.09417,10000,-3.7,-0.03,116.9,0,0.5,0,8.4,0.08
939,Entry Long,Long | 1.09469,2023-06-19 3:30,1.09454,10000,-3.7,-0.03,116.9,0,0.5,0,8.4,0.08
938,Exit Long,Short | 1.09372,2023-06-19 3:00,1.09399,10000,0,0,120.6,0,0,0,0,0
938,Entry Long,Long | 1.09458,2023-06-19 3:00,1.09399,10000,0,0,120.6,0,0,0,0,0
937,Exit Long,Exit Long | 1.09419,2023-06-19 0:45,1.09495,10000,7.8,0.07,120.6,0,7.8,0.07,0,0
937,Entry Long,Long | 1.09427,2023-06-19 0:00,1.09417,10000,7.8,0.07,120.6,0,7.8,0.07,0,0
936,Exit Long,Exit Long | 1.0941,2023-06-18 23:45,1.09425,10000,-2.3,-0.02,112.8,0,0.1,0,3.8,0.03
936,Entry Long,Long | 1.0945,2023-06-18 22:45,1.09448,10000,-2.3,-0.02,112.8,0,0.1,0,3.8,0.03
935,Exit Short,Exit Short | 1.09399,2023-06-18 21:15,1.09421,10000,-5,-0.05,115.1,0,0,0,5.2,0.05
935,Entry Short,Short | 1.09385,2023-06-18 19:45,1.09371,10000,-5,-0.05,115.1,0,0,0,5.2,0.05
934,Exit Long,Exit Long | 1.09413,2023-06-18 12:30,1.09416,10000,0.4,0,120.1,0,1.3,0.01,0,0
934,Entry Long,Long | 1.09422,2023-06-18 9:15,1.09412,10000,0.4,0,120.1,0,1.3,0.01,0,0
933,Exit Long,Exit Long | 1.09411,2023-06-18 8:45,1.09422,10000,1.1,0.01,119.7,0,1.1,0.01,0,0
933,Entry Long,Long | 1.0942,2023-06-18 8:00,1.09411,10000,1.1,0.01,119.7,0,1.1,0.01,0,0
932,Exit Short,Exit Short | 1.09289,2023-06-16 11:45,1.09278,10000,11.5,0.11,118.6,0,17.4,0.16,1.1,0.01
932,Entry Short,Short | 1.09384,2023-06-16 9:30,1.09393,10000,11.5,0.11,118.6,0,17.4,0.16,1.1,0.01
931,Exit Long,Exit Long | 1.09543,2023-06-16 7:45,1.09533,10000,-9.4,-0.09,107.1,0,7.1,0.06,9.4,0.09
931,Entry Long,Long | 1.09614,2023-06-16 6:45,1.09627,10000,-9.4,-0.09,107.1,0,7.1,0.06,9.4,0.09
930,Exit Long,Exit Long | 1.0943,2023-06-15 13:15,1.09435,10000,65.4,0.6,116.5,0.01,68.5,0.63,21.7,0.2
930,Entry Long,Long | 1.08782,2023-06-15 7:45,1.08781,10000,65.4,0.6,116.5,0.01,68.5,0.63,21.7,0.2
929,Exit Long,Exit Long | 1.08384,2023-06-15 5:30,1.08404,10000,2.8,0.03,51.1,0,9.8,0.09,5.9,0.05
929,Entry Long,Long | 1.08375,2023-06-15 3:45,1.08376,10000,2.8,0.03,51.1,0,9.8,0.09,5.9,0.05
