Trade #,Type,Signal,Date/Time,Price EUR,Contracts,Profit EUR,Profit %,Cum. Profit EUR,Cum. Profit %,Run-up EUR,Run-up %,Drawdown EUR,Drawdown %
136,Entry Short,Short Keltner Span=0.0172734625,2013-09-02 05:00,1.1787,84049,-397.03,-0.4,-1335.68,-0.4,167.10,0.17,1060.02,1.07
135,Exit Short,Close entry(s) order Short,2013-08-20 01:00,1.1691,85391,-386.26,-0.39,-938.65,-0.39,451.57,0.45,940.30,0.95
135,Entry Short,Short Keltner Span=0.0183360531,2013-08-07 05:00,1.1646,85391,-386.26,-0.39,-938.65,-0.39,451.57,0.45,940.30,0.95
134,Exit Long,Close entry(s) order Long,2013-08-01 05:00,1.1466,86718,162.76,0.16,-552.39,0.16,614.70,0.62,417.25,0.42
134,Entry Long,Long Keltner Span=0.016126319,2013-07-31 05:00,1.1447,86718,162.76,0.16,-552.39,0.16,614.70,0.62,417.25,0.42
133,Exit Long,Close entry(s) order Long,2013-07-17 01:00,1.1554,85917,376.03,0.38,-715.15,0.38,600.42,0.61,284.53,0.29
133,Entry Long,Long Keltner Span=0.0206542464,2013-07-16 01:00,1.1510,85917,376.03,0.38,-715.15,0.38,600.42,0.61,284.53,0.29
132,Exit Long,Close entry(s) order Long,2013-07-09 21:00,1.1635,85010,295.54,0.3,-1091.19,0.3,500.56,0.51,596.07,0.6
132,Entry Long,Long Keltner Span=0.0177269766,2013-07-05 05:00,1.1600,85010,295.54,0.3,-1091.19,0.3,500.56,0.51,596.07,0.6
131,Exit Long,Close entry(s) order Long,2013-06-20 01:00,1.1707,84228,503.37,0.51,-1386.72,0.51,588.60,0.6,102.07,0.1
131,Entry Long,Long Keltner Span=0.0154861215,2013-06-18 09:00,1.1647,84228,503.37,0.51,-1386.72,0.51,588.60,0.6,102.07,0.1
130,Exit Long,Close entry(s) order Long,2013-05-29 01:00,1.1668,84085,48.45,0.05,-1890.09,0.05,461.47,0.47,303.71,0.31
130,Entry Long,Long Keltner Span=0.0174613906,2013-05-22 01:00,1.1662,84085,48.45,0.05,-1890.09,0.05,461.47,0.47,303.71,0.31
129,Exit Short,Close entry(s) order Short,2013-04-30 05:00,1.1794,82823,188.49,0.19,-1938.54,0.19,239.19,0.24,721.56,0.74
129,Entry Short,Short Keltner Span=0.0192291602,2013-04-25 01:00,1.1817,82823,188.49,0.19,-1938.54,0.19,239.19,0.24,721.56,0.74
128,Exit Long,Close entry(s) order Long,2013-04-17 09:00,1.1692,83710,826.73,0.85,-2127.03,0.85,1020.26,1.05,51.23,0.05
128,Entry Long,Long Keltner Span=0.0188823092,2013-04-17 01:00,1.1593,83710,826.73,0.85,-2127.03,0.85,1020.26,1.05,51.23,0.05
127,Exit Short,Close entry(s) order Short,2013-04-02 01:00,1.1823,82439,-216.34,-0.22,-2953.76,-0.22,279.29,0.29,734.71,0.76
127,Entry Short,Short Keltner Span=0.0259230411,2013-03-25 13:00,1.1797,82439,-216.34,-0.22,-2953.76,-0.22,279.29,0.29,734.71,0.76
126,Exit Short,Close entry(s) order Short,2013-03-24 17:00,1.1696,82700,262.64,0.27,-2737.42,0.27,395.96,0.41,455.85,0.47
126,Entry Short,Short Keltner Span=0.0261818945,2013-03-21 01:00,1.1728,82700,262.64,0.27,-2737.42,0.27,395.96,0.41,455.85,0.47
125,Exit Short,Stop Short,2013-03-19 09:00,1.1745,84753,-1273.29,-1.3,-3000.06,-1.3,422.77,0.43,1272.30,1.29
125,Entry Short,Short Keltner Span=0.0255259663,2013-03-14 09:00,1.1595,84753,-1273.29,-1.3,-3000.06,-1.3,422.77,0.43,1272.30,1.29
124,Exit Long,Close entry(s) order Long,2013-03-13 01:00,1.1493,85507,177.56,0.18,-1726.77,0.18,435.09,0.44,907.37,0.93
124,Entry Long,Long Keltner Span=0.026407418,2013-03-07 09:00,1.1472,85507,177.56,0.18,-1726.77,0.18,435.09,0.44,907.37,0.93
123,Exit Long,Close entry(s) order Long,2013-02-25 13:00,1.1611,84485,1594.77,1.65,-1904.33,1.65,1756.29,1.82,693.78,0.72
123,Entry Long,Long Keltner Span=0.0304494704,2013-02-25 01:00,1.1422,84485,1594.77,1.65,-1904.33,1.65,1756.29,1.82,693.78,0.72
122,Exit Long,Close entry(s) order Long,2013-02-21 01:00,1.1529,83703,918.73,0.96,-3499.10,0.96,1128.99,1.18,76.33,0.08
122,Entry Long,Long Keltner Span=0.0284239375,2013-02-20 01:00,1.1419,83703,918.73,0.96,-3499.10,0.96,1128.99,1.18,76.33,0.08
121,Exit Long,Close entry(s) order Long,2013-02-14 05:00,1.1629,82179,367.81,0.39,-4417.83,0.39,516.73,0.54,592.69,0.62
121,Entry Long,Long Keltner Span=0.030753575,2013-02-13 05:00,1.1584,82179,367.81,0.39,-4417.83,0.39,516.73,0.54,592.69,0.62
120,Exit Short,Close entry(s) order Short,2013-02-11 09:00,1.1689,81137,184.62,0.19,-4785.64,0.19,420.91,0.44,1015.21,1.07
120,Entry Short,Short Keltner Span=0.026705096,2013-02-07 09:00,1.1712,81137,184.62,0.19,-4785.64,0.19,420.91,0.44,1015.21,1.07
119,Exit Long,Close entry(s) order Long,2013-02-06 05:00,1.1598,81937,686.27,0.73,-4970.25,0.73,744.63,0.79,25.58,0.03
119,Entry Long,Long Keltner Span=0.0251885136,2013-02-05 09:00,1.1514,81937,686.27,0.73,-4970.25,0.73,744.63,0.79,25.58,0.03
118,Exit Long,Close entry(s) order Long,2013-02-04 09:00,1.1623,81170,420.08,0.45,-5656.52,0.45,542.84,0.58,828.93,0.88
118,Entry Long,Long Keltner Span=0.0192813748,2013-02-01 01:00,1.1571,81170,420.08,0.45,-5656.52,0.45,542.84,0.58,828.93,0.88
117,Exit Long,Stop Long,2013-02-01 01:00,1.1590,81039,-1217.58,-1.28,-6076.61,-1.28,152.97,0.16,1216.59,1.28
117,Entry Long,Long Keltner Span=0.0199452851,2013-01-25 01:00,1.1740,81039,-1217.58,-1.28,-6076.61,-1.28,152.97,0.16,1216.59,1.28
116,Exit Long,Stop Long,2013-01-25 01:00,1.1785,80731,-1212.96,-1.26,-4859.02,-1.26,249.27,0.26,1211.96,1.26
116,Entry Long,Long Keltner Span=0.0188284644,2013-01-17 21:00,1.1935,80731,-1212.96,-1.26,-4859.02,-1.26,249.27,0.26,1211.96,1.26
115,Exit Long,Stop Long,2013-01-17 09:00,1.1951,80624,-1211.36,-1.24,-3646.06,-1.24,23.19,0.02,1210.36,1.24
115,Entry Long,Long Keltner Span=0.0159968846,2013-01-11 05:00,1.2101,80624,-1211.36,-1.24,-3646.06,-1.24,23.19,0.02,1210.36,1.24
114,Exit Short,Close entry(s) order Short,2013-01-01 21:00,1.2297,79013,203.43,0.21,-2434.70,0.21,488.88,0.5,174.83,0.18
114,Entry Short,Short Keltner Span=0.0151159236,2012-12-31 13:00,1.2323,79013,203.43,0.21,-2434.70,0.21,488.88,0.5,174.83,0.18
113,Exit Short,Close entry(s) order Short,2012-10-30 05:00,1.2397,78071,286.86,0.3,-2638.13,0.3,350.32,0.36,485.04,0.5
113,Entry Short,Short Keltner Span=0.0173383155,2012-10-25 05:00,1.2434,78071,286.86,0.3,-2638.13,0.3,350.32,0.36,485.04,0.5
112,Exit Long,Close entry(s) order Long,2012-09-18 01:00,1.2430,78098,700.88,0.73,-2924.99,0.73,740.93,0.77,180.63,0.19
112,Entry Long,Long Keltner Span=0.0186359908,2012-09-14 05:00,1.2340,78098,700.88,0.73,-2924.99,0.73,740.93,0.77,180.63,0.19
111,Exit Long,Close entry(s) order Long,2012-08-08 05:00,1.2668,76077,249.05,0.26,-3625.87,0.26,417.42,0.43,617.22,0.64
111,Entry Long,Long Keltner Span=0.0225177476,2012-08-03 05:00,1.2635,76077,249.05,0.26,-3625.87,0.26,417.42,0.43,617.22,0.64
110,Exit Short,Close entry(s) order Short,2012-07-23 09:00,1.2797,75475,-228.42,-0.24,-3874.93,-0.24,474.49,0.49,853.87,0.89
110,Entry Short,Short Keltner Span=0.0200984796,2012-07-17 09:00,1.2767,75475,-228.42,-0.24,-3874.93,-0.24,474.49,0.49,853.87,0.89
109,Exit Short,Stop Short,2012-07-16 05:00,1.2745,77424,-1163.36,-1.19,-3646.50,-1.19,161.59,0.17,1162.36,1.19
109,Entry Short,Short Keltner Span=0.0219748013,2012-07-06 05:00,1.2595,77424,-1163.36,-1.19,-3646.50,-1.19,161.59,0.17,1162.36,1.19
108,Exit Long,Close entry(s) order Long,2012-06-06 05:00,1.2372,78821,-25.65,-0.03,-2483.14,-0.03,353.69,0.36,765.56,0.78
108,Entry Long,Long Keltner Span=0.0186250762,2012-06-01 13:00,1.2375,78821,-25.65,-0.03,-2483.14,-0.03,353.69,0.36,765.56,0.78
107,Exit Short,Close entry(s) order Short,2012-05-16 05:00,1.2500,77557,292.72,0.3,-2457.50,0.3,510.88,0.53,303.47,0.31
107,Entry Short,Short Keltner Span=0.0174681395,2012-05-14 13:00,1.2538,77557,292.72,0.3,-2457.50,0.3,510.88,0.53,303.47,0.31
106,Exit Short,Close entry(s) order Short,2012-05-11 05:00,1.2438,78377,-119.57,-0.12,-2750.21,-0.12,390.89,0.4,635.85,0.65
106,Entry Short,Short Keltner Span=0.0165557031,2012-05-06 17:00,1.2423,78377,-119.57,-0.12,-2750.21,-0.12,390.89,0.4,635.85,0.65
105,Exit Short,Close entry(s) order Short,2012-04-25 01:00,1.2177,79330,378.78,0.39,-2630.65,0.39,522.58,0.54,413.52,0.43
105,Entry Short,Short Keltner Span=0.0156903465,2012-04-18 09:00,1.2225,79330,378.78,0.39,-2630.65,0.39,522.58,0.54,413.52,0.43
104,Exit Short,Close entry(s) order Short,2012-03-06 17:00,1.1967,81505,-279.12,-0.29,-3009.43,-0.29,80.51,0.08,775.30,0.8
104,Entry Short,Short Keltner Span=0.0197434532,2012-02-29 13:00,1.1933,81505,-279.12,-0.29,-3009.43,-0.29,80.51,0.08,775.30,0.8
103,Exit Long,Close entry(s) order Long,2012-02-27 09:00,1.1810,82362,-405.57,-0.42,-2730.32,-0.42,0,0,874.04,0.89
103,Entry Long,Long Keltner Span=0.0221770892,2012-02-22 05:00,1.1859,82362,-405.57,-0.42,-2730.32,-0.42,0,0,874.04,0.89
102,Exit Short,Close entry(s) order Short,2012-02-19 17:00,1.2017,80471,480.83,0.49,-2324.74,0.49,707.14,0.73,33.19,0.03
102,Entry Short,Short Keltner Span=0.0226803127,2012-02-16 09:00,1.2077,80471,480.83,0.49,-2324.74,0.49,707.14,0.73,33.19,0.03
101,Exit Short,Close entry(s) order Short,2012-02-03 05:00,1.2026,80413,247.28,0.26,-2805.57,0.26,610.14,0.63,226.16,0.23
101,Entry Short,Short Keltner Span=0.0233003249,2012-01-31 17:00,1.2057,80413,247.28,0.26,-2805.57,0.26,610.14,0.63,226.16,0.23
100,Exit Long,Close entry(s) order Long,2012-01-13 09:00,1.2064,80361,906.08,0.94,-3052.85,0.94,1035.66,1.08,145.65,0.15
100,Entry Long,Long Keltner Span=0.0186104865,2012-01-12 09:00,1.1951,80361,906.08,0.94,-3052.85,0.94,1035.66,1.08,145.65,0.15
99,Exit Short,Close entry(s) order Short,2012-01-10 05:00,1.2090,79537,-57.68,-0.06,-3958.93,-0.06,181.94,0.19,629.34,0.65
99,Entry Short,Short Keltner Span=0.0188982728,2012-01-04 17:00,1.2083,79537,-57.68,-0.06,-3958.93,-0.06,181.94,0.19,629.34,0.65
98,Exit Short,Close entry(s) order Short,2011-12-23 09:00,1.1969,79552,435.54,0.46,-3901.25,0.46,484.27,0.51,112.37,0.12
98,Entry Short,Short Keltner Span=0.0205756984,2011-12-21 09:00,1.2024,79552,435.54,0.46,-3901.25,0.46,484.27,0.51,112.37,0.12
97,Exit Short,Stop Short,2011-12-20 01:00,1.1946,82150,-1234.25,-1.27,-4336.79,-1.27,81.15,0.08,1233.25,1.27
97,Entry Short,Short Keltner Span=0.0215303875,2011-12-12 09:00,1.1796,82150,-1234.25,-1.27,-4336.79,-1.27,81.15,0.08,1233.25,1.27
96,Exit Long,Close entry(s) order Long,2011-11-23 05:00,1.1624,83360,381.46,0.4,-3102.54,0.4,540.84,0.56,351.11,0.36
96,Entry Long,Long Keltner Span=0.0235140804,2011-11-21 13:00,1.1578,83360,381.46,0.4,-3102.54,0.4,540.84,0.56,351.11,0.36
95,Exit Short,Close entry(s) order Short,2011-11-11 01:00,1.1664,81953,456.94,0.48,-3483.99,0.48,646.43,0.67,525.50,0.55
95,Entry Short,Short Keltner Span=0.0264122054,2011-11-09 09:00,1.1720,81953,456.94,0.48,-3483.99,0.48,646.43,0.67,525.50,0.55
94,Exit Short,Close entry(s) order Short,2011-11-04 01:00,1.1564,83068,-2.00,0,-3940.93,0,65.45,0.07,1114.11,1.16
94,Entry Short,Short Keltner Span=0.0257043319,2011-10-31 09:00,1.1564,83068,-2.00,0,-3940.93,0,65.45,0.07,1114.11,1.16
93,Exit Long,Close entry(s) order Long,2011-10-30 17:00,1.1418,84132,553.27,0.58,-3938.93,0.58,638.40,0.67,287.05,0.3
93,Entry Long,Long Keltner Span=0.0244248542,2011-10-27 05:00,1.1352,84132,553.27,0.58,-3938.93,0.58,638.40,0.67,287.05,0.3
92,Exit Long,Close entry(s) order Long,2011-10-13 09:00,1.1431,83537,-369.56,-0.39,-4492.20,-0.39,283.03,0.3,836.37,0.87
92,Entry Long,Long Keltner Span=0.0301240077,2011-10-10 09:00,1.1475,83537,-369.56,-0.39,-4492.20,-0.39,283.03,0.3,836.37,0.87
91,Exit Long,Close entry(s) order Long,2011-10-06 09:00,1.1480,83503,-35.40,-0.04,-4122.64,-0.04,0,0,243.16,0.25
91,Entry Long,Long Keltner Span=0.0282859355,2011-10-06 09:00,1.1484,83503,-35.40,-0.04,-4122.64,-0.04,0,0,243.16,0.25
90,Exit Short,Close entry(s) order Short,2011-10-04 09:00,1.1616,82991,-242.67,-0.25,-4087.24,-0.25,206.48,0.21,1104.78,1.15
90,Entry Short,Short Keltner Span=0.0259758504,2011-09-30 09:00,1.1587,82991,-242.67,-0.25,-4087.24,-0.25,206.48,0.21,1104.78,1.15
89,Exit Short,Close entry(s) order Short,2011-09-27 13:00,1.1500,83058,321.93,0.34,-3844.56,0.34,630.24,0.66,150.50,0.16
89,Entry Short,Short Keltner Span=0.0279847011,2011-09-26 05:00,1.1539,83058,321.93,0.34,-3844.56,0.34,630.24,0.66,150.50,0.16
88,Exit Long,Close entry(s) order Long,2011-09-16 05:00,1.1435,83808,299.71,0.31,-4166.49,0.31,610.80,0.64,235.66,0.25
88,Entry Long,Long Keltner Span=0.0288470276,2011-09-15 05:00,1.1399,83808,299.71,0.31,-4166.49,0.31,610.80,0.64,235.66,0.25
87,Exit Short,Stop Short,2011-09-09 13:00,1.1641,84238,-1265.57,-1.31,-4466.20,-1.31,226.44,0.23,1264.57,1.31
87,Entry Short,Short Keltner Span=0.0229904199,2011-09-08 09:00,1.1491,84238,-1265.57,-1.31,-4466.20,-1.31,226.44,0.23,1264.57,1.31
86,Exit Long,Close entry(s) order Long,2011-08-30 05:00,1.1282,85785,15.16,0.02,-3200.63,0.02,539.45,0.56,189.73,0.2
86,Entry Long,Long Keltner Span=0.0256671089,2011-08-26 09:00,1.1280,85785,15.16,0.02,-3200.63,0.02,539.45,0.56,189.73,0.2
85,Exit Long,Close entry(s) order Long,2011-08-11 05:00,1.1397,84906,150.83,0.16,-3215.79,0.16,550.89,0.57,1096.29,1.13
85,Entry Long,Long Keltner Span=0.0251800087,2011-08-09 13:00,1.1379,84906,150.83,0.16,-3215.79,0.16,550.89,0.57,1096.29,1.13
84,Exit Short,Close entry(s) order Short,2011-08-05 09:00,1.1474,83162,605.08,0.63,-3366.62,0.63,714.19,0.74,183.96,0.19
84,Entry Short,Short Keltner Span=0.0227377623,2011-08-04 05:00,1.1547,83162,605.08,0.63,-3366.62,0.63,714.19,0.74,183.96,0.19
83,Exit Short,Close entry(s) order Short,2011-08-01 05:00,1.1387,83503,465.62,0.49,-3971.70,0.49,750.53,0.79,51.10,0.05
83,Entry Short,Short Keltner Span=0.0231973118,2011-07-29 09:00,1.1443,83503,465.62,0.49,-3971.70,0.49,750.53,0.79,51.10,0.05
82,Exit Short,Close entry(s) order Short,2011-07-18 13:00,1.1375,83901,56.73,0.06,-4437.32,0.06,527.58,0.55,873.57,0.91
82,Entry Short,Short Keltner Span=0.0266796939,2011-07-13 13:00,1.1382,83901,56.73,0.06,-4437.32,0.06,527.58,0.55,873.57,0.91
81,Exit Short,Stop Short,2011-07-12 01:00,1.1396,86073,-1293.09,-1.34,-4494.05,-1.34,85.07,0.09,1292.10,1.33
81,Entry Short,Short Keltner Span=0.0234089902,2011-07-08 09:00,1.1246,86073,-1293.09,-1.34,-4494.05,-1.34,85.07,0.09,1292.10,1.33
80,Exit Long,Close entry(s) order Long,2011-07-05 01:00,1.1129,86980,-28.09,-0.03,-3200.95,-0.03,164.26,0.17,1105.65,1.14
80,Entry Long,Long Keltner Span=0.0241942289,2011-06-28 13:00,1.1132,86980,-28.09,-0.03,-3200.95,-0.03,164.26,0.17,1105.65,1.14
79,Exit Long,Close entry(s) order Long,2011-06-23 05:00,1.1267,85939,462.07,0.48,-3172.86,0.48,600.57,0.62,413.51,0.43
79,Entry Long,Long Keltner Span=0.0228616628,2011-06-22 05:00,1.1213,85939,462.07,0.48,-3172.86,0.48,600.57,0.62,413.51,0.43
78,Exit Short,Close entry(s) order Short,2011-06-17 01:00,1.1339,83825,651.84,0.68,-3634.93,0.68,753.43,0.79,403.36,0.42
78,Entry Short,Short Keltner Span=0.0234409632,2011-06-15 13:00,1.1417,83825,651.84,0.68,-3634.93,0.68,753.43,0.79,403.36,0.42
77,Exit Long,Close entry(s) order Long,2011-06-09 05:00,1.1281,84845,710.70,0.75,-4286.76,0.75,898.36,0.95,501.59,0.53
77,Entry Long,Long Keltner Span=0.0248975347,2011-06-06 21:00,1.1197,84845,710.70,0.75,-4286.76,0.75,898.36,0.95,501.59,0.53
76,Exit Long,Stop Long,2011-06-03 01:00,1.1237,84545,-1270.17,-1.32,-4997.46,-1.32,176.54,0.18,1269.18,1.32
76,Entry Long,Long Keltner Span=0.0263675701,2011-06-01 05:00,1.1387,84545,-1270.17,-1.32,-4997.46,-1.32,176.54,0.18,1269.18,1.32
75,Exit Short,Close entry(s) order Short,2011-05-26 21:00,1.1533,82546,534.55,0.56,-3727.29,0.56,700.64,0.73,42.27,0.04
75,Entry Short,Short Keltner Span=0.0278224693,2011-05-26 09:00,1.1598,82546,534.55,0.56,-3727.29,0.56,700.64,0.73,42.27,0.04
74,Exit Short,Close entry(s) order Short,2011-05-26 01:00,1.1492,82335,557.88,0.59,-4261.83,0.59,690.61,0.73,190.37,0.2
74,Entry Short,Short Keltner Span=0.0277071881,2011-05-25 05:00,1.1560,82335,557.88,0.59,-4261.83,0.59,690.61,0.73,190.37,0.2
73,Exit Short,Close entry(s) order Short,2011-05-24 01:00,1.1434,82159,614.19,0.65,-4819.71,0.65,713.78,0.75,255.69,0.27
73,Entry Short,Short Keltner Span=0.0299148001,2011-05-23 01:00,1.1509,82159,614.19,0.65,-4819.71,0.65,713.78,0.75,255.69,0.27
72,Exit Long,Close entry(s) order Long,2011-05-20 01:00,1.1378,83099,463.35,0.49,-5433.91,0.49,472.66,0.5,175.51,0.19
72,Entry Long,Long Keltner Span=0.0298357752,2011-05-18 13:00,1.1322,83099,463.35,0.49,-5433.91,0.49,472.66,0.5,175.51,0.19
71,Exit Short,Stop Short,2011-05-11 05:00,1.1470,84246,-1265.69,-1.33,-5897.26,-1.33,108.52,0.11,1264.69,1.33
71,Entry Short,Short Keltner Span=0.0266792068,2011-05-06 05:00,1.1320,84246,-1265.69,-1.33,-5897.26,-1.33,108.52,0.11,1264.69,1.33
70,Exit Long,Close entry(s) order Long,2011-05-05 05:00,1.1224,84969,618.27,0.65,-4631.57,0.65,653.26,0.69,816.70,0.86
70,Entry Long,Long Keltner Span=0.0224371561,2011-05-03 01:00,1.1151,84969,618.27,0.65,-4631.57,0.65,653.26,0.69,816.70,0.86
69,Exit Short,Close entry(s) order Short,2011-04-19 17:00,1.1350,82607,493.64,0.52,-5249.84,0.52,593.77,0.63,224.04,0.24
69,Entry Short,Short Keltner Span=0.0223911509,2011-04-18 05:00,1.1410,82607,493.64,0.52,-5249.84,0.52,593.77,0.63,224.04,0.24
68,Exit Long,Close entry(s) order Long,2011-04-14 01:00,1.1316,83295,656.03,0.7,-5743.49,0.7,673.69,0.72,292.53,0.31
68,Entry Long,Long Keltner Span=0.0227145966,2011-04-12 01:00,1.1237,83295,656.03,0.7,-5743.49,0.7,673.69,0.72,292.53,0.31
67,Exit Short,Close entry(s) order Short,2011-04-05 05:00,1.1458,81776,-51.07,-0.05,-6399.52,-0.05,105.31,0.11,180.91,0.19
67,Entry Short,Short Keltner Span=0.0206380457,2011-04-05 01:00,1.1452,81776,-51.07,-0.05,-6399.52,-0.05,105.31,0.11,180.91,0.19
66,Exit Long,Close entry(s) order Long,2011-03-30 01:00,1.1408,82093,-108.72,-0.12,-6348.45,-0.12,0,0,879.40,0.94
66,Entry Long,Long Keltner Span=0.0215702881,2011-03-24 09:00,1.1421,82093,-108.72,-0.12,-6348.45,-0.12,0,0,879.40,0.94
65,Exit Long,Close entry(s) order Long,2011-03-16 13:00,1.1474,81716,-312.52,-0.33,-6239.73,-0.33,652.73,0.69,450.44,0.48
65,Entry Long,Long Keltner Span=0.0223680232,2011-03-14 01:00,1.1512,81716,-312.52,-0.33,-6239.73,-0.33,652.73,0.69,450.44,0.48
64,Exit Long,Close entry(s) order Long,2011-03-09 01:00,1.1661,80660,-74.59,-0.08,-5927.21,-0.08,232.91,0.25,767.27,0.82
64,Entry Long,Long Keltner Span=0.0236639659,2011-03-03 09:00,1.1670,80660,-74.59,-0.08,-5927.21,-0.08,232.91,0.25,767.27,0.82
63,Exit Long,Close entry(s) order Long,2011-02-28 09:00,1.1780,79908,453.48,0.48,-5852.61,0.48,486.44,0.52,712.18,0.76
63,Entry Long,Long Keltner Span=0.0252898526,2011-02-24 09:00,1.1723,79908,453.48,0.48,-5852.61,0.48,486.44,0.52,712.18,0.76
62,Exit Short,Close entry(s) order Short,2011-02-16 05:00,1.1882,78570,163.00,0.17,-6306.09,0.17,564.70,0.6,495.99,0.53
62,Entry Short,Short Keltner Span=0.0255404733,2011-02-14 09:00,1.1903,78570,163.00,0.17,-6306.09,0.17,564.70,0.6,495.99,0.53
61,Exit Short,Close entry(s) order Short,2011-02-08 05:00,1.1784,79250,69.33,0.07,-6469.09,0.07,244.68,0.26,999.55,1.07
61,Entry Short,Short Keltner Span=0.0268834526,2011-02-03 01:00,1.1793,79250,69.33,0.07,-6469.09,0.07,244.68,0.26,999.55,1.07
60,Exit Long,Close entry(s) order Long,2011-01-28 13:00,1.1650,80225,278.79,0.3,-6538.41,0.3,400.13,0.43,706.98,0.76
60,Entry Long,Long Keltner Span=0.0275732419,2011-01-25 01:00,1.1615,80225,278.79,0.3,-6538.41,0.3,400.13,0.43,706.98,0.76
59,Exit Long,Stop Long,2011-01-25 01:00,1.1668,79849,-1199.73,-1.27,-6817.20,-1.27,494.06,0.52,1198.73,1.27
59,Entry Long,Long Keltner Span=0.0285106783,2011-01-20 01:00,1.1818,79849,-1199.73,-1.27,-6817.20,-1.27,494.06,0.52,1198.73,1.27
58,Exit Short,Stop Short,2011-01-07 05:00,1.1924,81204,-1220.06,-1.28,-5617.47,-1.28,234.49,0.25,1219.06,1.28
58,Entry Short,Short Keltner Span=0.028537196,2011-01-05 05:00,1.1774,81204,-1220.06,-1.28,-5617.47,-1.28,234.49,0.25,1219.06,1.28
57,Exit Long,Close entry(s) order Long,2011-01-04 01:00,1.1659,81999,694.99,0.73,-4397.41,0.73,835.39,0.88,50.20,0.05
57,Entry Long,Long Keltner Span=0.0264328345,2011-01-03 13:00,1.1574,81999,694.99,0.73,-4397.41,0.73,835.39,0.88,50.20,0.05
56,Exit Long,Close entry(s) order Long,2010-12-31 13:00,1.1657,81403,600.38,0.64,-5092.40,0.64,959.56,1.02,139.39,0.15
56,Entry Long,Long Keltner Span=0.0254409273,2010-12-31 05:00,1.1583,81403,600.38,0.64,-5092.40,0.64,959.56,1.02,139.39,0.15
55,Exit Long,Close entry(s) order Long,2010-12-30 05:00,1.1605,81265,-327.06,-0.35,-5692.78,-0.35,0,0,358.57,0.38
55,Entry Long,Long Keltner Span=0.0246588851,2010-12-30 05:00,1.1645,81265,-327.06,-0.35,-5692.78,-0.35,0,0,358.57,0.38
54,Exit Long,Close entry(s) order Long,2010-12-19 21:00,1.1789,80274,728.49,0.78,-5365.72,0.78,865.96,0.92,41.14,0.04
54,Entry Long,Long Keltner Span=0.0275027092,2010-12-17 01:00,1.1698,80274,728.49,0.78,-5365.72,0.78,865.96,0.92,41.14,0.04
53,Exit Long,Close entry(s) order Long,2010-12-16 09:00,1.1799,79588,292.48,0.31,-6094.21,0.31,548.16,0.59,542.20,0.58
53,Entry Long,Long Keltner Span=0.0279493405,2010-12-14 05:00,1.1762,79588,292.48,0.31,-6094.21,0.31,548.16,0.59,542.20,0.58
52,Exit Short,Close entry(s) order Short,2010-12-13 01:00,1.1901,78103,326.03,0.35,-6386.69,0.35,514.48,0.55,258.74,0.28
52,Entry Short,Short Keltner Span=0.029218382,2010-12-08 09:00,1.1943,78103,326.03,0.35,-6386.69,0.35,514.48,0.55,258.74,0.28
51,Exit Long,Close entry(s) order Long,2010-12-06 05:00,1.1813,78970,550.79,0.59,-6712.72,0.59,662.35,0.71,1.00,0
51,Entry Long,Long Keltner Span=0.0311002771,2010-12-03 13:00,1.1743,78970,550.79,0.59,-6712.72,0.59,662.35,0.71,1.00,0
50,Exit Short,Close entry(s) order Short,2010-12-01 09:00,1.1874,77976,75.98,0.08,-7263.51,0.08,326.50,0.35,882.13,0.95
50,Entry Short,Short Keltner Span=0.026790997,2010-11-30 01:00,1.1884,77976,75.98,0.08,-7263.51,0.08,326.50,0.35,882.13,0.95
49,Exit Short,Close entry(s) order Short,2010-11-25 13:00,1.1794,78136,248.04,0.27,-7339.49,0.27,522.51,0.57,290.10,0.31
49,Entry Short,Short Keltner Span=0.0269688264,2010-11-24 01:00,1.1826,78136,248.04,0.27,-7339.49,0.27,522.51,0.57,290.10,0.31
48,Exit Short,Close entry(s) order Short,2010-11-16 09:00,1.1762,78091,279.13,0.3,-7587.52,0.3,569.06,0.62,235.27,0.26
48,Entry Short,Short Keltner Span=0.0304009352,2010-11-12 09:00,1.1798,78091,279.13,0.3,-7587.52,0.3,569.06,0.62,235.27,0.26
47,Exit Short,Stop Short,2010-11-11 09:00,1.1825,79943,-1201.14,-1.29,-7866.65,-1.29,102.93,0.11,1200.15,1.29
47,Entry Short,Short Keltner Span=0.0289006607,2010-11-10 05:00,1.1675,79943,-1201.14,-1.29,-7866.65,-1.29,102.93,0.11,1200.15,1.29
46,Exit Short,Stop Short,2010-11-10 05:00,1.1690,81937,-1231.05,-1.3,-6665.50,-1.3,326.75,0.35,1230.06,1.3
46,Entry Short,Short Keltner Span=0.0288876005,2010-11-05 13:00,1.1540,81937,-1231.05,-1.3,-6665.50,-1.3,326.75,0.35,1230.06,1.3
45,Exit Short,Close entry(s) order Short,2010-11-02 01:00,1.1450,83084,-284.49,-0.3,-5434.45,-0.3,165.17,0.17,1164.18,1.23
45,Entry Short,Short Keltner Span=0.0276301893,2010-10-26 05:00,1.1416,83084,-284.49,-0.3,-5434.45,-0.3,165.17,0.17,1164.18,1.23
44,Exit Long,Close entry(s) order Long,2010-10-26 01:00,1.1366,83451,1007.76,1.07,-5149.96,1.07,1133.93,1.21,551.78,0.59
