Trade #,Type,Signal,Date/Time,Price EUR,Contracts,Profit EUR,Profit %,Cum. Profit EUR,Cum. Profit %,Run-up EUR,Run-up %,Drawdown EUR,Drawdown %
44,Entry Long,Long Keltner Span=0.0274447865,2010-10-21 01:00,1.1245,83451,1007.76,1.07,-5149.96,1.07,1133.93,1.21,551.78,0.59
43,Exit Long,Close entry(s) order Long,2010-10-14 17:00,1.1403,82297,705.75,0.76,-6157.72,0.76,756.13,0.81,1.00,0
43,Entry Long,Long Keltner Span=0.0294656094,2010-10-12 21:00,1.1317,82297,705.75,0.76,-6157.72,0.76,756.13,0.81,1.00,0
42,Exit Long,Close entry(s) order Long,2010-10-08 05:00,1.1443,81378,-213.58,-0.23,-6863.47,-0.23,316.37,0.34,944.98,1.01
42,Entry Long,Long Keltner Span=0.0292365606,2010-10-05 13:00,1.1469,81378,-213.58,-0.23,-6863.47,-0.23,316.37,0.34,944.98,1.01
41,Exit Long,Stop Long,2010-10-01 13:00,1.1484,81287,-1221.30,-1.29,-6649.89,-1.29,356.66,0.38,1220.31,1.29
41,Entry Long,Long Keltner Span=0.0270873199,2010-09-28 09:00,1.1634,81287,-1221.30,-1.29,-6649.89,-1.29,356.66,0.38,1220.31,1.29
40,Exit Long,Close entry(s) order Long,2010-09-27 13:00,1.1761,80398,480.39,0.51,-5428.59,0.51,601.99,0.64,33.16,0.04
40,Entry Long,Long Keltner Span=0.0293100246,2010-09-24 05:00,1.1701,80398,480.39,0.51,-5428.59,0.51,601.99,0.64,33.16,0.04
39,Exit Long,Stop Long,2010-09-22 05:00,1.1665,80661,-1211.91,-1.27,-5908.97,-1.27,321.64,0.34,1210.92,1.27
39,Entry Long,Long Keltner Span=0.0265766593,2010-09-21 01:00,1.1815,80661,-1211.91,-1.27,-5908.97,-1.27,321.64,0.34,1210.92,1.27
38,Exit Long,Close entry(s) order Long,2010-09-17 09:00,1.1980,79539,530.91,0.56,-4697.06,0.56,714.85,0.75,1.00,0
38,Entry Long,Long Keltner Span=0.0267410964,2010-09-16 09:00,1.1913,79539,530.91,0.56,-4697.06,0.56,714.85,0.75,1.00,0
37,Exit Long,Close entry(s) order Long,2010-09-15 09:00,1.2004,78938,76.94,0.08,-5227.97,0.08,283.18,0.3,735.12,0.78
37,Entry Long,Long Keltner Span=0.0255988976,2010-09-13 09:00,1.1994,78938,76.94,0.08,-5227.97,0.08,283.18,0.3,735.12,0.78
36,Exit Short,Close entry(s) order Short,2010-09-10 09:00,1.2074,77290,685.88,0.73,-5304.91,0.73,795.09,0.85,186.50,0.2
36,Entry Short,Short Keltner Span=0.0260068829,2010-09-08 01:00,1.2163,77290,685.88,0.73,-5304.91,0.73,795.09,0.85,186.50,0.2
35,Exit Long,Close entry(s) order Long,2010-09-07 01:00,1.2051,78010,871.71,0.94,-5990.79,0.94,942.92,1.01,196.03,0.21
35,Entry Long,Long Keltner Span=0.0245704727,2010-09-06 01:00,1.1939,78010,871.71,0.94,-5990.79,0.94,942.92,1.01,196.03,0.21
34,Exit Long,Stop Long,2010-09-06 01:00,1.1934,78031,-1172.46,-1.24,-6862.50,-1.24,279.91,0.3,1171.46,1.24
34,Entry Long,Long Keltner Span=0.022858925,2010-08-31 09:00,1.2084,78031,-1172.46,-1.24,-6862.50,-1.24,279.91,0.3,1171.46,1.24
33,Exit Short,Close entry(s) order Short,2010-08-17 01:00,1.2156,77443,83.19,0.09,-5690.04,0.09,572.08,0.61,488.89,0.52
33,Entry Short,Short Keltner Span=0.0233796413,2010-08-11 09:00,1.2167,77443,83.19,0.09,-5690.04,0.09,572.08,0.61,488.89,0.52
32,Exit Short,Close entry(s) order Short,2010-08-05 01:00,1.2029,77496,501.72,0.54,-5773.22,0.54,673.22,0.72,140.49,0.15
32,Entry Short,Short Keltner Span=0.0293359272,2010-08-02 01:00,1.2094,77496,501.72,0.54,-5773.22,0.54,673.22,0.72,140.49,0.15
31,Exit Short,Close entry(s) order Short,2010-07-27 01:00,1.1918,77806,495.96,0.53,-6274.95,0.53,808.18,0.87,296.66,0.32
31,Entry Short,Short Keltner Span=0.0300935032,2010-07-23 05:00,1.1982,77806,495.96,0.53,-6274.95,0.53,808.18,0.87,296.66,0.32
30,Exit Long,Close entry(s) order Long,2010-07-20 13:00,1.1845,78701,-9.87,-0.01,-6770.91,-0.01,164.27,0.18,1031.98,1.11
30,Entry Long,Long Keltner Span=0.0275932317,2010-07-16 05:00,1.1846,78701,-9.87,-0.01,-6770.91,-0.01,164.27,0.18,1031.98,1.11
29,Exit Long,Close entry(s) order Long,2010-07-12 09:00,1.1926,78182,-88.00,-0.09,-6761.04,-0.09,468.09,0.5,501.36,0.54
29,Entry Long,Long Keltner Span=0.0292375132,2010-07-08 05:00,1.1937,78182,-88.00,-0.09,-6761.04,-0.09,468.09,0.5,501.36,0.54
28,Exit Long,Stop Long,2010-07-08 01:00,1.1962,78020,-1172.30,-1.24,-6673.04,-1.24,412.51,0.44,1171.30,1.24
28,Entry Long,Long Keltner Span=0.0329454744,2010-07-01 09:00,1.2112,78020,-1172.30,-1.24,-6673.04,-1.24,412.51,0.44,1171.30,1.24
27,Exit Short,Stop Short,2010-06-28 09:00,1.2291,78809,-1184.13,-1.24,-5500.74,-1.24,479.73,0.5,1183.14,1.24
27,Entry Short,Short Keltner Span=0.0294279819,2010-06-23 01:00,1.2141,78809,-1184.13,-1.24,-5500.74,-1.24,479.73,0.5,1183.14,1.24
26,Exit Long,Close entry(s) order Long,2010-06-16 17:00,1.1971,79930,109.90,0.11,-4316.60,0.11,182.84,0.19,56.95,0.06
26,Entry Long,Long Keltner Span=0.0346114299,2010-06-16 13:00,1.1957,79930,109.90,0.11,-4316.60,0.11,182.84,0.19,56.95,0.06
25,Exit Short,Close entry(s) order Short,2010-06-08 09:00,1.2063,78993,140.19,0.15,-4426.50,0.15,709.94,0.74,751.43,0.79
25,Entry Short,Short Keltner Span=0.0382572624,2010-06-04 05:00,1.2081,78993,140.19,0.15,-4426.50,0.15,709.94,0.74,751.43,0.79
24,Exit Short,Stop Short,2010-06-04 05:00,1.2090,80945,-1216.17,-1.26,-4566.69,-1.26,282.31,0.29,1215.18,1.26
24,Entry Short,Short Keltner Span=0.0390482611,2010-06-01 01:00,1.1940,80945,-1216.17,-1.26,-4566.69,-1.26,282.31,0.29,1215.18,1.26
23,Exit Short,Close entry(s) order Short,2010-05-28 01:00,1.1748,81150,655.32,0.68,-3350.52,0.68,980.92,1.02,74.04,0.08
23,Entry Short,Short Keltner Span=0.040426989,2010-05-27 17:00,1.1829,81150,655.32,0.68,-3350.52,0.68,980.92,1.02,74.04,0.08
22,Exit Short,Stop Short,2010-05-27 01:00,1.1862,83026,-1247.39,-1.28,-4005.83,-1.28,555.27,0.57,1246.39,1.28
22,Entry Short,Short Keltner Span=0.0423066791,2010-05-25 01:00,1.1712,83026,-1247.39,-1.28,-4005.83,-1.28,555.27,0.57,1246.39,1.28
21,Exit Long,Stop Long,2010-05-20 21:00,1.1430,85076,-1278.14,-1.3,-2758.44,-1.3,228.71,0.23,1277.14,1.3
21,Entry Long,Long Keltner Span=0.0408260618,2010-05-20 05:00,1.1580,85076,-1278.14,-1.3,-2758.44,-1.3,228.71,0.23,1277.14,1.3
20,Exit Short,Close entry(s) order Short,2010-05-13 05:00,1.1718,83648,248.94,0.25,-1480.30,0.25,475.79,0.48,753.83,0.77
20,Entry Short,Short Keltner Span=0.0436889942,2010-05-11 09:00,1.1748,83648,248.94,0.25,-1480.30,0.25,475.79,0.48,753.83,0.77
19,Exit Long,Close entry(s) order Long,2010-05-10 05:00,1.1622,84556,725.18,0.74,-1729.25,0.74,971.39,1,948.03,0.97
19,Entry Long,Long Keltner Span=0.0408011046,2010-05-09 17:00,1.1536,84556,725.18,0.74,-1729.25,0.74,971.39,1,948.03,0.97
18,Exit Long,Stop Long,2010-05-07 01:00,1.1406,85522,-1284.83,-1.3,-2454.43,-1.3,443.71,0.45,1283.83,1.3
18,Entry Long,Long Keltner Span=0.0312656718,2010-05-07 01:00,1.1556,85522,-1284.83,-1.3,-2454.43,-1.3,443.71,0.45,1283.83,1.3
17,Exit Short,Stop Short,2010-05-05 13:00,1.1799,85947,-1291.20,-1.29,-1169.60,-1.29,24.78,0.02,1290.21,1.29
17,Entry Short,Short Keltner Span=0.0264806198,2010-05-04 09:00,1.1649,85947,-1291.20,-1.29,-1169.60,-1.29,24.78,0.02,1290.21,1.29
16,Exit Short,Close entry(s) order Short,2010-04-27 01:00,1.1512,85618,777.12,0.78,121.61,0.78,949.36,0.96,146.55,0.15
16,Entry Short,Short Keltner Span=0.0235203328,2010-04-26 01:00,1.1603,85618,777.12,0.78,121.61,0.78,949.36,0.96,146.55,0.15
15,Exit Short,Close entry(s) order Short,2010-04-23 09:00,1.1482,86342,101.61,0.1,-655.52,0.1,249.39,0.25,1045.74,1.05
15,Entry Short,Short Keltner Span=0.0218641876,2010-04-21 05:00,1.1494,86342,101.61,0.1,-655.52,0.1,249.39,0.25,1045.74,1.05
14,Exit Short,Close entry(s) order Short,2010-04-11 17:00,1.1313,86487,698.54,0.71,-757.13,0.71,846.57,0.86,779.38,0.79
14,Entry Short,Short Keltner Span=0.0225473732,2010-04-06 09:00,1.1394,86487,698.54,0.71,-757.13,0.71,846.57,0.86,779.38,0.79
13,Exit Short,Stop Short,2010-04-06 09:00,1.1375,88988,-1336.82,-1.34,-1455.67,-1.34,452.84,0.45,1335.82,1.34
13,Entry Short,Short Keltner Span=0.0234476886,2010-03-30 09:00,1.1225,88988,-1336.82,-1.34,-1455.67,-1.34,452.84,0.45,1335.82,1.34
12,Exit Short,Close entry(s) order Short,2010-03-19 09:00,1.1096,89356,364.36,0.37,-118.85,0.37,481.52,0.48,680.11,0.68
12,Entry Short,Short Keltner Span=0.0242662707,2010-03-17 05:00,1.1137,89356,364.36,0.37,-118.85,0.37,481.52,0.48,680.11,0.68
11,Exit Long,Close entry(s) order Long,2010-03-11 05:00,1.1001,90446,377.87,0.38,-483.21,0.38,650.21,0.66,136.67,0.14
11,Entry Long,Long Keltner Span=0.0249421367,2010-03-10 05:00,1.0959,90446,377.87,0.38,-483.21,0.38,650.21,0.66,136.67,0.14
10,Exit Long,Stop Long,2010-02-26 09:00,1.1154,88882,-1335.23,-1.33,-861.08,-1.33,0,0,1334.23,1.33
10,Entry Long,Long Keltner Span=0.0233795637,2010-02-25 09:00,1.1304,88882,-1335.23,-1.33,-861.08,-1.33,0,0,1334.23,1.33
9,Exit Long,Close entry(s) order Long,2010-02-23 09:00,1.1406,88089,227.03,0.23,474.15,0.23,395.40,0.39,600.01,0.6
9,Entry Long,Long Keltner Span=0.0231801428,2010-02-19 05:00,1.1380,88089,227.03,0.23,474.15,0.23,395.40,0.39,600.01,0.6
8,Exit Short,Close entry(s) order Short,2010-02-16 05:00,1.1464,86361,619.80,0.62,247.12,0.62,638.07,0.64,96.00,0.1
8,Entry Short,Short Keltner Span=0.0254440729,2010-02-12 01:00,1.1536,86361,619.80,0.62,247.12,0.62,638.07,0.64,96.00,0.1
7,Exit Long,Close entry(s) order Long,2010-02-10 05:00,1.1357,87724,164.68,0.17,-372.68,0.17,165.68,0.17,36.09,0.04
7,Entry Long,Long Keltner Span=0.0232797433,2010-02-10 05:00,1.1338,87724,164.68,0.17,-372.68,0.17,165.68,0.17,36.09,0.04
6,Exit Long,Close entry(s) order Long,2010-02-03 05:00,1.1433,86996,232.89,0.23,-537.36,0.23,233.89,0.24,70.60,0.07
6,Entry Long,Long Keltner Span=0.0249256528,2010-02-03 05:00,1.1406,86996,232.89,0.23,-537.36,0.23,233.89,0.24,70.60,0.07
5,Exit Short,Close entry(s) order Short,2010-01-31 17:00,1.1498,85110,678.88,0.69,-770.25,0.69,747.97,0.76,366.97,0.37
5,Entry Short,Short Keltner Span=0.0251262381,2010-01-27 21:00,1.1578,85110,678.88,0.69,-770.25,0.69,747.97,0.76,366.97,0.37
4,Exit Short,Close entry(s) order Short,2010-01-22 05:00,1.1410,84951,813.53,0.83,-1449.13,0.83,941.96,0.96,26.49,0.03
4,Entry Short,Short Keltner Span=0.0235003812,2010-01-22 01:00,1.1506,84951,813.53,0.83,-1449.13,0.83,941.96,0.96,26.49,0.03
3,Exit Short,Stop Short,2010-01-20 09:00,1.1545,86917,-1305.76,-1.32,-2262.66,-1.32,172.83,0.17,1304.76,1.32
3,Entry Short,Short Keltner Span=0.021870841,2010-01-18 17:00,1.1395,86917,-1305.76,-1.32,-2262.66,-1.32,172.83,0.17,1304.76,1.32
2,Exit Short,Stop Short,2010-01-18 05:00,1.1383,89357,-1342.35,-1.34,-956.90,-1.34,0,0,1341.36,1.34
2,Entry Short,Short Keltner Span=0.0216916003,2010-01-14 05:00,1.1233,89357,-1342.35,-1.34,-956.90,-1.34,0,0,1341.36,1.34
1,Exit Long,Close entry(s) order Long,2010-01-06 01:00,1.1141,90105,385.45,0.39,385.45,0.39,927.08,0.93,1.00,0
1,Entry Long,Long Keltner Span=0.0226453067,2010-01-05 13:00,1.1098,90105,385.45,0.39,385.45,0.39,927.08,0.93,1.00,0
