,Trade #,Type,Signal,Price,Date/Time,Contracts,Profit,Profit %,Cum. Profit,Cum. Profit %,Run-up,Run-up %,Drawdown,Drawdown %
1,1,Entry Long,Long | 0.99058,0.99069,2022-11-02T05:00:00Z,10000,-8.4,-0.08,-8.4,0,5.6,0.06,9.7,0.1
2,1,Exit Long,Exit Long | 0.98972,0.98985,2022-11-02T05:45:00Z,10000,-8.4,-0.08,-8.4,0,5.6,0.06,9.7,0.1
3,2,Entry Long,Long | 0.99084,0.99105,2022-11-02T08:15:00Z,10000,-13.3,-0.13,-21.7,0,2.4,0.02,13.3,0.13
4,2,Exit Long,Exit Long | 0.98991,0.98972,2022-11-02T08:45:00Z,10000,-13.3,-0.13,-21.7,0,2.4,0.02,13.3,0.13
5,3,Entry Short,Short | 0.98832,0.98823,2022-11-02T09:45:00Z,10000,-3.2,-0.03,-24.9,0,21.7,0.22,3.8,0.04
6,3,Exit Short,Exit Short | 0.98833,0.98855,2022-11-02T12:45:00Z,10000,-3.2,-0.03,-24.9,0,21.7,0.22,3.8,0.04
7,4,Entry Long,Long | 0.9944,0.99437,2022-11-02T13:15:00Z,10000,-59.2,-0.6,-84.1,-0.01,25.5,0.26,66.2,0.67
8,4,Exit Long,Exit Long | 0.98869,0.98845,2022-11-02T14:00:00Z,10000,-59.2,-0.6,-84.1,-0.01,25.5,0.26,66.2,0.67
9,5,Entry Short,Short | 0.98406,0.98329,2022-11-02T14:30:00Z,10000,13.9,0.14,-70.2,0,18.7,0.19,11.4,0.12
10,5,Exit Short,Exit Short | 0.98203,0.9819,2022-11-02T17:45:00Z,10000,13.9,0.14,-70.2,0,18.7,0.19,11.4,0.12
11,6,Entry Short,Short | 0.97819,0.97885,2022-11-03T03:00:00Z,10000,8.3,0.08,-61.9,0,8.3,0.08,4.1,0.04
12,6,Exit Short,Exit Short | 0.97926,0.97802,2022-11-03T03:15:00Z,10000,8.3,0.08,-61.9,0,8.3,0.08,4.1,0.04
13,7,Entry Short,Short | 0.97745,0.97791,2022-11-03T03:30:00Z,10000,29.2,0.3,-32.7,0,39,0.4,0,0
14,7,Exit Short,Exit Short | 0.97522,0.97499,2022-11-03T07:00:00Z,10000,29.2,0.3,-32.7,0,39,0.4,0,0
15,8,Entry Long,Long | 0.97717,0.97761,2022-11-03T22:00:00Z,10000,8.8,0.09,-23.9,0,18.8,0.19,3.9,0.04
16,8,Exit Long,Exit Long | 0.9788,0.97849,2022-11-04T01:30:00Z,10000,8.8,0.09,-23.9,0,18.8,0.19,3.9,0.04
17,9,Entry Long,Long | 0.98114,0.98083,2022-11-04T06:15:00Z,10000,-12.7,-0.13,-36.6,0,1.6,0.02,12.7,0.13
18,9,Exit Long,Exit Long | 0.97973,0.97956,2022-11-04T07:15:00Z,10000,-12.7,-0.13,-36.6,0,1.6,0.02,12.7,0.13
19,10,Entry Long,Long | 0.98082,0.98083,2022-11-04T07:45:00Z,10000,87.3,0.89,50.7,0.01,128.8,1.31,0,0
20,10,Exit Long,Exit Long | 0.9894,0.98956,2022-11-04T10:45:00Z,10000,87.3,0.89,50.7,0.01,128.8,1.31,0,0
21,11,Entry Long,Long | 0.99627,0.99626,2022-11-05T13:30:00Z,10000,-0.6,-0.01,50.1,0,2.5,0.03,1.5,0.02
22,11,Exit Long,Exit Long | 0.99611,0.9962,2022-11-05T14:00:00Z,10000,-0.6,-0.01,50.1,0,2.5,0.03,1.5,0.02
23,12,Entry Short,Short | 0.99595,0.99596,2022-11-05T17:15:00Z,10000,0.1,0,50.2,0,0.1,0,0,0
24,12,Exit Short,Exit Short | 0.99596,0.99595,2022-11-05T18:00:00Z,10000,0.1,0,50.2,0,0.1,0,0,0
25,13,Entry Short,Short | 0.99579,0.99569,2022-11-06T02:30:00Z,10000,2.8,0.03,53,0,7.7,0.08,0.9,0.01
26,13,Exit Short,Exit Short | 0.9954,0.99541,2022-11-06T07:15:00Z,10000,2.8,0.03,53,0,7.7,0.08,0.9,0.01
27,14,Entry Short,Short | 0.99464,0.99464,2022-11-06T13:30:00Z,10000,25,0.25,78,0,43.1,0.43,0,0
28,14,Exit Short,Exit Short | 0.99203,0.99214,2022-11-06T17:45:00Z,10000,25,0.25,78,0,43.1,0.43,0,0
29,15,Entry Long,Long | 0.99809,0.99785,2022-11-07T03:45:00Z,10000,13.1,0.13,91.1,0,27.1,0.27,0,0
30,15,Exit Long,Exit Long | 0.99927,0.99916,2022-11-07T05:45:00Z,10000,13.1,0.13,91.1,0,27.1,0.27,0,0
31,16,Entry Long,Long | 1.00284,1.00314,2022-11-07T14:00:00Z,10000,-0.8,-0.01,90.3,0,2.7,0.03,2.6,0.03
32,16,Exit Long,Exit Long | 1.00288,1.00306,2022-11-07T15:00:00Z,10000,-0.8,-0.01,90.3,0,2.7,0.03,2.6,0.03
33,17,Entry Short,Short | 1.00032,1.0003,2022-11-08T00:30:00Z,10000,-2,-0.02,88.3,0,5.7,0.06,4.3,0.04
34,17,Exit Short,Exit Short | 1.00049,1.0005,2022-11-08T01:15:00Z,10000,-2,-0.02,88.3,0,5.7,0.06,4.3,0.04
35,18,Entry Short,Short | 0.9999,0.99995,2022-11-08T01:45:00Z,10000,-7.2,-0.07,81.1,0,12.3,0.12,7.2,0.07
36,18,Exit Short,Exit Short | 0.99997,1.00067,2022-11-08T02:45:00Z,10000,-7.2,-0.07,81.1,0,12.3,0.12,7.2,0.07
37,19,Entry Short,Short | 0.99914,0.99919,2022-11-08T03:30:00Z,10000,-1.9,-0.02,79.2,0,2.5,0.03,11.8,0.12
38,19,Exit Short,Exit Short | 1.00001,0.99938,2022-11-08T03:45:00Z,10000,-1.9,-0.02,79.2,0,2.5,0.03,11.8,0.12
39,20,Entry Short,Short | 0.9986,0.99863,2022-11-08T04:00:00Z,10000,-10,-0.1,69.2,0,1.4,0.01,10.9,0.11
40,20,Exit Short,Exit Short | 0.99972,0.99963,2022-11-08T04:30:00Z,10000,-10,-0.1,69.2,0,1.4,0.01,10.9,0.11
41,21,Entry Long,Long | 1.00365,1.00391,2022-11-08T10:15:00Z,10000,18.5,0.18,87.7,0,54.2,0.54,0,0
42,21,Exit Long,Exit Long | 1.00634,1.00576,2022-11-08T13:30:00Z,10000,18.5,0.18,87.7,0,54.2,0.54,0,0
43,22,Entry Short,Short | 1.00467,1.00479,2022-11-09T02:45:00Z,10000,-9.7,-0.1,78,0,11.2,0.11,20,0.2
44,22,Exit Short,Exit Short | 1.00679,1.00576,2022-11-09T03:15:00Z,10000,-9.7,-0.1,78,0,11.2,0.11,20,0.2
45,23,Entry Short,Short | 1.00569,1.00602,2022-11-09T03:45:00Z,10000,20,0.2,98,0,37.8,0.38,1.3,0.01
46,23,Exit Short,Exit Short | 1.00402,1.00402,2022-11-09T06:15:00Z,10000,20,0.2,98,0,37.8,0.38,1.3,0.01
47,24,Entry Short,Short | 0.99943,0.9992,2022-11-09T13:45:00Z,10000,-15.4,-0.15,82.6,0,0.1,0,15.6,0.16
48,24,Exit Short,Exit Short | 1.00076,1.00074,2022-11-09T14:00:00Z,10000,-15.4,-0.15,82.6,0,0.1,0,15.6,0.16
49,25,Entry Short,Short | 0.99978,0.99993,2022-11-09T14:15:00Z,10000,2.6,0.03,85.2,0,3.9,0.04,6.3,0.06
50,25,Exit Short,Exit Short | 1.00036,0.99967,2022-11-09T14:30:00Z,10000,2.6,0.03,85.2,0,3.9,0.04,6.3,0.06
51,26,Entry Short,Short | 0.99945,0.9993,2022-11-09T14:45:00Z,10000,-9,-0.09,76.2,0,2.9,0.03,18,0.18
52,26,Exit Short,Exit Short | 1.00084,1.0002,2022-11-09T15:15:00Z,10000,-9,-0.09,76.2,0,2.9,0.03,18,0.18
53,27,Entry Short,Short | 0.99925,0.99966,2022-11-09T15:45:00Z,10000,-7.4,-0.07,68.8,0,5.1,0.05,10.2,0.1
54,27,Exit Short,Exit Short | 1.00042,1.0004,2022-11-09T16:00:00Z,10000,-7.4,-0.07,68.8,0,5.1,0.05,10.2,0.1
55,28,Entry Long,Long | 1.00183,1.00191,2022-11-09T23:00:00Z,10000,-1.6,-0.02,67.2,0,5.4,0.05,6.7,0.07
56,28,Exit Long,Exit Long | 1.00124,1.00175,2022-11-09T23:15:00Z,10000,-1.6,-0.02,67.2,0,5.4,0.05,6.7,0.07
57,29,Entry Long,Long | 1.00253,1.00241,2022-11-09T23:30:00Z,10000,8.7,0.09,75.9,0,20.4,0.2,15.2,0.15
58,29,Exit Long,Exit Long | 1.00244,1.00328,2022-11-10T01:00:00Z,10000,8.7,0.09,75.9,0,20.4,0.2,15.2,0.15
59,30,Entry Short,Short | 1.00058,1.00066,2022-11-10T03:45:00Z,10000,56.6,0.57,132.5,0.01,76.6,0.77,0,0
60,30,Exit Short,Exit Short | 0.995,0.995,2022-11-10T08:00:00Z,10000,56.6,0.57,132.5,0.01,76.6,0.77,0,0
61,31,Entry Long,Long | 1.01053,1.01086,2022-11-10T09:00:00Z,10000,31.5,0.31,164,0,70.4,0.7,7.6,0.08
62,31,Exit Long,Exit Long | 1.01482,1.01401,2022-11-10T11:45:00Z,10000,31.5,0.31,164,0,70.4,0.7,7.6,0.08
63,32,Entry Long,Long | 1.02234,1.02293,2022-11-11T02:00:00Z,10000,18.1,0.18,182.1,0,49.4,0.48,7.9,0.08
64,32,Exit Long,Exit Long | 1.02536,1.02474,2022-11-11T04:30:00Z,10000,18.1,0.18,182.1,0,49.4,0.48,7.9,0.08
65,33,Entry Long,Long | 1.02828,1.02727,2022-11-11T06:45:00Z,10000,8.8,0.09,190.9,0,11.4,0.11,1.1,0.01
66,33,Exit Long,Exit Long | 1.02716,1.02815,2022-11-11T07:00:00Z,10000,8.8,0.09,190.9,0,11.4,0.11,1.1,0.01
67,34,Entry Long,Long | 1.02913,1.02786,2022-11-11T07:45:00Z,10000,6.9,0.07,197.8,0,49.3,0.48,0.1,0
68,34,Exit Long,Exit Long | 1.02932,1.02855,2022-11-11T09:30:00Z,10000,6.9,0.07,197.8,0,49.3,0.48,0.1,0
69,35,Entry Long,Long | 1.03598,1.03501,2022-11-11T15:00:00Z,10000,-6.7,-0.06,191.1,0,1.3,0.01,6.7,0.06
70,35,Exit Long,Exit Long | 1.03514,1.03434,2022-11-11T15:15:00Z,10000,-6.7,-0.06,191.1,0,1.3,0.01,6.7,0.06
71,36,Entry Long,Long | 1.03475,1.03478,2022-11-12T07:45:00Z,10000,-5.4,-0.05,185.7,0,0,0,5.4,0.05
72,36,Exit Long,Exit Long | 1.03424,1.03424,2022-11-12T08:00:00Z,10000,-5.4,-0.05,185.7,0,0,0,5.4,0.05
73,37,Entry Long,Long | 1.03485,1.03486,2022-11-12T08:15:00Z,10000,1.3,0.01,187,0,1.3,0.01,5.2,0.05
74,37,Exit Long,Exit Long | 1.03441,1.03499,2022-11-12T09:00:00Z,10000,1.3,0.01,187,0,1.3,0.01,5.2,0.05
75,38,Entry Long,Long | 1.03499,1.03486,2022-11-12T09:15:00Z,10000,1.3,0.01,188.3,0,1.3,0.01,3.6,0.03
76,38,Exit Long,Exit Long | 1.03464,1.03499,2022-11-12T10:30:00Z,10000,1.3,0.01,188.3,0,1.3,0.01,3.6,0.03
77,39,Entry Long,Long | 1.03636,1.03681,2022-11-12T15:45:00Z,10000,-13.7,-0.13,174.6,0,0.2,0,24.2,0.23
78,39,Exit Long,Exit Long | 1.03439,1.03544,2022-11-12T16:45:00Z,10000,-13.7,-0.13,174.6,0,0.2,0,24.2,0.23
79,40,Entry Long,Long | 1.03544,1.03565,2022-11-12T17:00:00Z,10000,11.5,0.11,186.1,0,11.5,0.11,5,0.05
80,40,Exit Long,Exit Long | 1.03536,1.0368,2022-11-12T17:45:00Z,10000,11.5,0.11,186.1,0,11.5,0.11,5,0.05
81,41,Entry Long,Long | 1.03724,1.03738,2022-11-12T18:15:00Z,10000,-3.8,-0.04,182.3,0,0.2,0,17.5,0.17
82,41,Exit Long,Exit Long | 1.03642,1.037,2022-11-12T19:30:00Z,10000,-3.8,-0.04,182.3,0,0.2,0,17.5,0.17
83,42,Entry Long,Long | 1.03732,1.0365,2022-11-12T20:15:00Z,10000,6.6,0.06,188.9,0,6.6,0.06,0,0
84,42,Exit Long,Exit Long | 1.0365,1.03716,2022-11-12T20:45:00Z,10000,6.6,0.06,188.9,0,6.6,0.06,0,0
85,43,Entry Long,Long | 1.03739,1.03648,2022-11-12T23:30:00Z,10000,-1.4,-0.01,187.5,0,2,0.02,5.1,0.05
86,43,Exit Long,Exit Long | 1.03668,1.03634,2022-11-12T23:45:00Z,10000,-1.4,-0.01,187.5,0,2,0.02,5.1,0.05
87,44,Entry Long,Long | 1.03738,1.03675,2022-11-13T00:45:00Z,10000,-10.2,-0.1,177.3,0,5.4,0.05,10.2,0.1
88,44,Exit Long,Exit Long | 1.03666,1.03573,2022-11-13T01:00:00Z,10000,-10.2,-0.1,177.3,0,5.4,0.05,10.2,0.1
89,45,Entry Long,Long | 1.03802,1.03799,2022-11-13T04:45:00Z,10000,-8.3,-0.08,169,0,0,0,8.8,0.08
90,45,Exit Long,Exit Long | 1.03711,1.03716,2022-11-13T05:00:00Z,10000,-8.3,-0.08,169,0,0,0,8.8,0.08
91,46,Entry Long,Long | 1.03812,1.03827,2022-11-13T05:45:00Z,10000,-8.6,-0.08,160.4,0,0.9,0.01,9.9,0.1
92,46,Exit Long,Exit Long | 1.03728,1.03741,2022-11-13T06:00:00Z,10000,-8.6,-0.08,160.4,0,0.9,0.01,9.9,0.1
93,47,Entry Long,Long | 1.03862,1.03771,2022-11-13T07:00:00Z,10000,-2.6,-0.03,157.8,0,0,0,2.6,0.03
94,47,Exit Long,Exit Long | 1.03765,1.03745,2022-11-13T07:15:00Z,10000,-2.6,-0.03,157.8,0,0,0,2.6,0.03
95,48,Entry Long,Long | 1.03893,1.03887,2022-11-13T08:00:00Z,10000,-10.4,-0.1,147.4,0,0.6,0.01,10.4,0.1
96,48,Exit Long,Exit Long | 1.0381,1.03783,2022-11-13T08:30:00Z,10000,-10.4,-0.1,147.4,0,0.6,0.01,10.4,0.1
97,49,Entry Long,Long | 1.03844,1.03771,2022-11-13T08:45:00Z,10000,8.3,0.08,155.7,0,8.3,0.08,0,0
98,49,Exit Long,Exit Long | 1.03809,1.03854,2022-11-13T09:00:00Z,10000,8.3,0.08,155.7,0,8.3,0.08,0,0
99,50,Entry Long,Long | 1.03875,1.03881,2022-11-13T09:30:00Z,10000,-8.5,-0.08,147.2,0,1.2,0.01,9.4,0.09
100,50,Exit Long,Exit Long | 1.03833,1.03796,2022-11-13T10:15:00Z,10000,-8.5,-0.08,147.2,0,1.2,0.01,9.4,0.09
101,51,Entry Long,Long | 1.03962,1.03948,2022-11-13T11:00:00Z,10000,-12.4,-0.12,134.8,0,6.6,0.06,12.4,0.12
102,51,Exit Long,Exit Long | 1.03869,1.03824,2022-11-13T11:30:00Z,10000,-12.4,-0.12,134.8,0,6.6,0.06,12.4,0.12
103,52,Entry Short,Short | 1.03736,1.03756,2022-11-13T16:00:00Z,10000,46.2,0.45,181,0,76.1,0.73,1.2,0.01
104,52,Exit Short,Exit Short | 1.03337,1.03294,2022-11-13T19:00:00Z,10000,46.2,0.45,181,0,76.1,0.73,1.2,0.01
105,53,Entry Short,Short | 1.02847,1.02911,2022-11-14T06:30:00Z,10000,5.9,0.06,186.9,0,11.2,0.11,5.4,0.05
106,53,Exit Short,Exit Short | 1.02965,1.02852,2022-11-14T07:30:00Z,10000,5.9,0.06,186.9,0,11.2,0.11,5.4,0.05
107,54,Entry Long,Long | 1.03342,1.03292,2022-11-14T10:15:00Z,10000,12.8,0.12,199.7,0,47.5,0.46,2.2,0.02
108,54,Exit Long,Exit Long | 1.03473,1.0342,2022-11-14T13:15:00Z,10000,12.8,0.12,199.7,0,47.5,0.46,2.2,0.02
109,55,Entry Long,Long | 1.03429,1.03429,2022-11-15T01:45:00Z,10000,61.2,0.59,260.9,0.01,81.9,0.79,1.3,0.01
110,55,Exit Long,Exit Long | 1.04061,1.04041,2022-11-15T04:45:00Z,10000,61.2,0.59,260.9,0.01,81.9,0.79,1.3,0.01
111,56,Entry Short,Short | 1.03771,1.0377,2022-11-15T11:45:00Z,10000,2,0.02,262.9,0,26.2,0.25,3.1,0.03
112,56,Exit Short,Exit Short | 1.03764,1.0375,2022-11-15T12:45:00Z,10000,2,0.02,262.9,0,26.2,0.25,3.1,0.03
113,57,Entry Short,Short | 1.03401,1.03302,2022-11-15T13:30:00Z,10000,-34.2,-0.33,228.7,0,40,0.39,40.8,0.39
114,57,Exit Short,Exit Short | 1.0371,1.03644,2022-11-15T15:00:00Z,10000,-34.2,-0.33,228.7,0,40,0.39,40.8,0.39
115,58,Entry Long,Long | 1.0386,1.03856,2022-11-16T02:15:00Z,10000,40.9,0.39,269.6,0,79.7,0.77,3.6,0.03
116,58,Exit Long,Exit Long | 1.04307,1.04265,2022-11-16T06:30:00Z,10000,40.9,0.39,269.6,0,79.7,0.77,3.6,0.03
117,59,Entry Long,Long | 1.04452,1.04335,2022-11-16T07:30:00Z,10000,-10.4,-0.1,259.2,0,1.5,0.01,12.7,0.12
118,59,Exit Long,Exit Long | 1.04336,1.04231,2022-11-16T07:45:00Z,10000,-10.4,-0.1,259.2,0,1.5,0.01,12.7,0.12
119,60,Entry Short,Short | 1.03847,1.03846,2022-11-16T10:15:00Z,10000,-23.4,-0.23,235.8,0,5.9,0.06,23.5,0.23
120,60,Exit Short,Exit Short | 1.04048,1.0408,2022-11-16T11:00:00Z,10000,-23.4,-0.23,235.8,0,5.9,0.06,23.5,0.23
121,61,Entry Short,Short | 1.03624,1.03775,2022-11-16T14:00:00Z,10000,8.2,0.08,244,0,8.2,0.08,0,0
122,61,Exit Short,Exit Short | 1.03694,1.03693,2022-11-16T14:15:00Z,10000,8.2,0.08,244,0,8.2,0.08,0,0
123,62,Entry Short,Short | 1.03609,1.03594,2022-11-16T22:15:00Z,10000,-7.5,-0.07,236.5,0,0,0,7.5,0.07
124,62,Exit Short,Exit Short | 1.03669,1.03669,2022-11-16T23:30:00Z,10000,-7.5,-0.07,236.5,0,0,0,7.5,0.07
125,63,Entry Short,Short | 1.03633,1.03627,2022-11-17T00:00:00Z,10000,-9.3,-0.09,227.2,0,4.3,0.04,14.9,0.14
126,63,Exit Short,Exit Short | 1.03776,1.0372,2022-11-17T00:30:00Z,10000,-9.3,-0.09,227.2,0,4.3,0.04,14.9,0.14
127,64,Entry Long,Long | 1.03917,1.04009,2022-11-17T03:15:00Z,10000,-21.8,-0.21,205.4,0,2.4,0.02,29.8,0.29
128,64,Exit Long,Exit Long | 1.03728,1.03791,2022-11-17T04:15:00Z,10000,-21.8,-0.21,205.4,0,2.4,0.02,29.8,0.29
129,65,Entry Long,Long | 1.03896,1.03785,2022-11-17T04:30:00Z,10000,-1.9,-0.02,203.5,0,3.5,0.03,19.9,0.19
130,65,Exit Long,Exit Long | 1.03691,1.03766,2022-11-17T04:45:00Z,10000,-1.9,-0.02,203.5,0,3.5,0.03,19.9,0.19
131,66,Entry Short,Short | 1.034,1.034,2022-11-17T06:00:00Z,10000,1.1,0.01,204.6,0,30.2,0.29,14.9,0.14
132,66,Exit Short,Exit Short | 1.03355,1.03389,2022-11-17T09:45:00Z,10000,1.1,0.01,204.6,0,30.2,0.29,14.9,0.14
133,67,Entry Short,Short | 1.03221,1.0329,2022-11-17T11:00:00Z,10000,-0.5,0,204.1,0,5,0.05,0.5,0
134,67,Exit Short,Exit Short | 1.03252,1.03295,2022-11-17T11:15:00Z,10000,-0.5,0,204.1,0,5,0.05,0.5,0
135,68,Entry Long,Long | 1.03681,1.03594,2022-11-17T14:15:00Z,10000,-3,-0.03,201.1,0,6.4,0.06,10.5,0.1
136,68,Exit Long,Exit Long | 1.03584,1.03564,2022-11-17T15:45:00Z,10000,-3,-0.03,201.1,0,6.4,0.06,10.5,0.1
137,69,Entry Long,Long | 1.0368,1.03681,2022-11-17T16:30:00Z,10000,-2.2,-0.02,198.9,0,1.3,0.01,10.6,0.1
138,69,Exit Long,Exit Long | 1.03575,1.03659,2022-11-17T16:45:00Z,10000,-2.2,-0.02,198.9,0,1.3,0.01,10.6,0.1
139,70,Entry Long,Long | 1.03941,1.03942,2022-11-17T23:30:00Z,10000,-11.1,-0.11,187.8,0,1.5,0.01,12.3,0.12
140,70,Exit Long,Exit Long | 1.03863,1.03831,2022-11-17T23:45:00Z,10000,-11.1,-0.11,187.8,0,1.5,0.01,12.3,0.12
141,71,Entry Long,Long | 1.04055,1.04047,2022-11-18T04:45:00Z,10000,-15.4,-0.15,172.4,0,1.6,0.02,15.4,0.15
142,71,Exit Long,Exit Long | 1.0396,1.03893,2022-11-18T05:00:00Z,10000,-15.4,-0.15,172.4,0,1.6,0.02,15.4,0.15
143,72,Entry Long,Long | 1.04147,1.03987,2022-11-18T06:30:00Z,10000,-15.4,-0.15,157,0,18,0.17,20.6,0.2
144,72,Exit Long,Exit Long | 1.03781,1.03833,2022-11-18T06:45:00Z,10000,-15.4,-0.15,157,0,18,0.17,20.6,0.2
145,73,Entry Long,Long | 1.04058,1.03993,2022-11-18T07:00:00Z,10000,-13,-0.13,144,0,0,0,23.2,0.22
146,73,Exit Long,Exit Long | 1.03954,1.03863,2022-11-18T07:15:00Z,10000,-13,-0.13,144,0,0,0,23.2,0.22
147,74,Entry Long,Long | 1.04025,1.03898,2022-11-18T07:30:00Z,10000,0.3,0,144.3,0,13.9,0.13,0,0
148,74,Exit Long,Exit Long | 1.039,1.03901,2022-11-18T07:45:00Z,10000,0.3,0,144.3,0,13.9,0.13,0,0
149,75,Entry Short,Short | 1.03705,1.03786,2022-11-18T09:00:00Z,10000,6.2,0.06,150.5,0,37.6,0.36,4.3,0.04
150,75,Exit Short,Exit Short | 1.03757,1.03724,2022-11-18T10:45:00Z,10000,6.2,0.06,150.5,0,37.6,0.36,4.3,0.04
151,76,Entry Short,Short | 1.03222,1.03193,2022-11-18T16:45:00Z,10000,-10.6,-0.1,139.9,0,0,0,18,0.17
152,76,Exit Short,Exit Short | 1.03314,1.03299,2022-11-18T17:00:00Z,10000,-10.6,-0.1,139.9,0,0,0,18,0.17
153,77,Entry Long,Long | 1.03366,1.03321,2022-11-19T08:15:00Z,10000,-1.2,-0.01,138.7,0,0,0,1.6,0.02
154,77,Exit Long,Exit Long | 1.03316,1.03309,2022-11-19T08:30:00Z,10000,-1.2,-0.01,138.7,0,0,0,1.6,0.02
155,78,Entry Long,Long | 1.03383,1.03307,2022-11-19T08:45:00Z,10000,-0.1,0,138.6,0,0.3,0,1.2,0.01
156,78,Exit Long,Exit Long | 1.03301,1.03306,2022-11-19T09:00:00Z,10000,-0.1,0,138.6,0,0.3,0,1.2,0.01
157,79,Entry Long,Long | 1.03369,1.03299,2022-11-19T09:30:00Z,10000,7,0.07,145.6,0,8.7,0.08,0.2,0
158,79,Exit Long,Exit Long | 1.03301,1.03369,2022-11-19T09:45:00Z,10000,7,0.07,145.6,0,8.7,0.08,0.2,0
159,80,Entry Short,Short | 1.03295,1.03296,2022-11-19T11:30:00Z,10000,-0.3,0,145.3,0,0.1,0,0.4,0
160,80,Exit Short,Exit Short | 1.03299,1.03299,2022-11-19T12:15:00Z,10000,-0.3,0,145.3,0,0.1,0,0.4,0
161,81,Entry Short,Short | 1.03295,1.03295,2022-11-19T13:30:00Z,10000,-0.1,0,145.2,0,0,0,0.4,0
162,81,Exit Short,Exit Short | 1.03297,1.03296,2022-11-19T13:45:00Z,10000,-0.1,0,145.2,0,0,0,0.4,0
163,82,Entry Short,Short | 1.03255,1.03278,2022-11-19T16:15:00Z,10000,-2.2,-0.02,143,0,4.2,0.04,2.2,0.02
164,82,Exit Short,Exit Short | 1.033,1.033,2022-11-19T16:45:00Z,10000,-2.2,-0.02,143,0,4.2,0.04,2.2,0.02
165,83,Entry Short,Short | 1.03264,1.03268,2022-11-19T17:00:00Z,10000,-1.8,-0.02,141.2,0,3.1,0.03,11.7,0.11
166,83,Exit Short,Exit Short | 1.03334,1.03286,2022-11-19T17:45:00Z,10000,-1.8,-0.02,141.2,0,3.1,0.03,11.7,0.11
167,84,Entry Short,Short | 1.03247,1.03266,2022-11-19T18:00:00Z,10000,-1.9,-0.02,139.3,0,2.5,0.02,8.6,0.08
168,84,Exit Short,Exit Short | 1.03352,1.03285,2022-11-19T18:30:00Z,10000,-1.9,-0.02,139.3,0,2.5,0.02,8.6,0.08
169,85,Entry Long,Long | 1.03359,1.03297,2022-11-19T21:00:00Z,10000,0,0,139.3,0,0,0,0,0
170,85,Exit Long,Short | 1.0324,1.03297,2022-11-19T21:00:00Z,10000,0,0,139.3,0,0,0,0,0
171,86,Entry Long,Long | 1.03338,1.03238,2022-11-19T21:15:00Z,10000,6.9,0.07,146.2,0,12,0.12,0,0
172,86,Exit Long,Exit Long | 1.03255,1.03307,2022-11-19T21:45:00Z,10000,6.9,0.07,146.2,0,12,0.12,0,0
173,87,Entry Short,Short | 1.03236,1.03311,2022-11-19T23:30:00Z,10000,3.2,0.03,149.4,0,6.6,0.06,2.2,0.02
174,87,Exit Short,Exit Short | 1.03268,1.03279,2022-11-19T23:45:00Z,10000,3.2,0.03,149.4,0,6.6,0.06,2.2,0.02
175,88,Entry Long,Long | 1.03353,1.03335,2022-11-20T00:00:00Z,10000,-6.8,-0.07,142.6,0,0,0,9.3,0.09
176,88,Exit Long,Exit Long | 1.03311,1.03267,2022-11-20T00:15:00Z,10000,-6.8,-0.07,142.6,0,0,0,9.3,0.09
177,89,Entry Short,Short | 1.0324,1.03246,2022-11-20T00:45:00Z,10000,0.4,0,143,0,3.3,0.03,8.5,0.08
178,89,Exit Short,Exit Short | 1.03326,1.03242,2022-11-20T02:00:00Z,10000,0.4,0,143,0,3.3,0.03,8.5,0.08
179,90,Entry Short,Short | 1.03237,1.03286,2022-11-20T02:15:00Z,10000,-2.6,-0.03,140.4,0,5.5,0.05,3.8,0.04
180,90,Exit Short,Exit Short | 1.03314,1.03312,2022-11-20T03:00:00Z,10000,-2.6,-0.03,140.4,0,5.5,0.05,3.8,0.04
181,91,Entry Short,Short | 1.03218,1.03296,2022-11-20T03:45:00Z,10000,8.7,0.08,149.1,0,8.7,0.08,1.1,0.01
182,91,Exit Short,Exit Short | 1.03284,1.03209,2022-11-20T04:15:00Z,10000,8.7,0.08,149.1,0,8.7,0.08,1.1,0.01
183,92,Entry Short,Short | 1.03204,1.03221,2022-11-20T04:30:00Z,10000,-9.3,-0.09,139.8,0,0.3,0,9.3,0.09
184,92,Exit Short,Exit Short | 1.03295,1.03314,2022-11-20T04:45:00Z,10000,-9.3,-0.09,139.8,0,0.3,0,9.3,0.09
185,93,Entry Short,Short | 1.03198,1.03271,2022-11-20T05:00:00Z,10000,-1.7,-0.02,138.1,0,0,0,4.3,0.04
186,93,Exit Short,Exit Short | 1.03288,1.03288,2022-11-20T05:15:00Z,10000,-1.7,-0.02,138.1,0,0,0,4.3,0.04
187,94,Entry Short,Short | 1.03216,1.03191,2022-11-20T05:30:00Z,10000,-10.1,-0.1,128,0,0,0,10.2,0.1
188,94,Exit Short,Exit Short | 1.03293,1.03292,2022-11-20T05:45:00Z,10000,-10.1,-0.1,128,0,0,0,10.2,0.1
189,95,Entry Short,Short | 1.03166,1.03215,2022-11-20T06:15:00Z,10000,-9,-0.09,119,0,0,0,9,0.09
190,95,Exit Short,Exit Short | 1.0322,1.03305,2022-11-20T06:30:00Z,10000,-9,-0.09,119,0,0,0,9,0.09
191,96,Entry Short,Short | 1.03207,1.03209,2022-11-20T06:45:00Z,10000,-6.8,-0.07,112.2,0,0,0,19.1,0.19
192,96,Exit Short,Exit Short | 1.0336,1.03277,2022-11-20T07:00:00Z,10000,-6.8,-0.07,112.2,0,0,0,19.1,0.19
